individual	host_leaf	stunting	chlorotic_area	av_streak_width	deviation_from_rectangle	yellowness	whitness
MSV-A-UG-Hoi154_2005	GB_leaf5	c(-1.89786839153895,-2.20703903192099,-3.5856795709423,-2.87392695590842,-2.83080751737943,-3.03366511237355,-2.71629409379949,-2.42755398015026,-3.05628589164125,-2.69371951762092,-3.33896936831815,-3.13677756206564,-2.60164405081087)	c(0.522857384628414,0.590406036872232,0.451260800545277,0.370731040247113,0.725357171379533,0.340442089220955,0.430638671706925,0.179616131293302,0.306908860064155,0.0745776733762549,0.424589782826044,0.1455183356043,-0.257072885121782)	c(-2.47691917080144,-2.84766503754798,-2.2215031839389,-2.53005850463898,-2.84423724255696,-3.45936192383245,-2.87958187659382,-3.15362996801403,-2.81069745099694,-3.24435413291142,-3.18650629196755,-3.15964136888468,-3.24906210568326)	c(-1.19029143958276,-1.42673635508662,-1.2903735702795,-1.14955937480686,-1.36811143546836,-1.35097273482465,-1.11187597551585,-1.25096411613424,-0.996289209319482,-1.14603059193745,-1.43673199255467,-1.05028399779518)	c(0.124411620910025,0.119524895480751,0.0964612387065859,0.0779090557853608,0.212419326563392,0.189882307329663,0.265088612344402,0.102339993389636,0.0982457825537819,0.0962851642497874,0.104228615041895,0.113007649199132,0.128418855904844,0.173539596063452)	c(0.186275521876146,0.0939377071269343,0.0290774469978165,0.0502397873311517,0.346094273717574,0.228986690828277,0.459902440737812,0.010028167895286,-0.0258385497641021,0.0841625597755915,-0.00520858047320511,0.20293963928533,0.15178036293537,0.18717436764253)
MSV-A-UG-Hoi154_2005	GB_leaf6	c(-1.25590121263634,-1.45826092250039,-1.5405346229595,-2.12274833742996,-2.73245056852536,-1.84931986620534,-2.02700638666334,-1.68157606979363,-1.86095367526716,-2.2417410034977)	c(0.480376340066185,0.632379017797537,0.365332768751924,0.487339143155738,0.39985205469986,0.189203229475142,0.41610011146145,0.651730103842402,0.503980410805507)	c(-2.51257356553592,-2.98098518831613,-2.81527236521937,-2.75209850393751,-3.00763764204844,-3.16105992027823,-2.41090185181369,-2.19941854632704,-3.08659553955214,-3.54386250870263)	c(-1.04385020598917,-1.60901996151815,-1.2506674482116,-1.42161693110935,-0.882101009373657,-1.02873631467235,-1.49399002787426,-1.50648862222232,-1.55591882691883,-1.37430752396819)	c(0.208595734144364,0.202501631641078,0.207415225292217,0.208492720979903,0.166123175786657,0.060241684340877,0.0557202633584235,0.075868675317707,0.0795889935271212,0.0656167125970985)	c(0.248164897166719,0.266990108647759,0.249056882952088,0.26740447801981,0.178976109253478,-0.0636215205906434,-0.133306122682119,-0.0682912511080126,-0.0779048704389334,-0.0397140807080071)
MSV-A-UG-Hoi154_2005	Pan77_leaf4	c(-0.556770300178335,-1.01592224244344,-1.07350715629768,-1.15912560024226,-1.52861066490015,-0.401723751718578,-1.29454681085965,-0.98227164742925,-0.813541659818927,-1.65147280888927,-1.19027990148202,-1.53954187625653,-0.42322092171738,-0.612352759186269)	c(0.0322183538695773,-0.0164762986655467,-0.0509840671863949,-0.292516592200787,0.132290722989042,-0.659302168068146,0.145352093839545,0.378721232121417,0.327270752078771,0.234890239114999,0.140663834603549,0.270760580302545,-0.336991374428799,-0.336081463411111)	c(-2.95267278409354,-3.26230538279554,-3.13040717688059,-3.80316860051606,-3.75075485783202,-3.68887945411394,-3.43578882643177,-2.9169210931297,-3.11451580954396,-3.27016911925575,-3.15121717639439,-3.18689277901515,-3.53016776295912,-3.50655789731998)	c(-1.66240408899287,-1.58309929813804,-1.62443242001199,-1.49393098359434,-1.66777594387029,-1.52923975371825,-1.35273385257352,-1.45250439116033,-1.3403206433102,-1.6769745594643,-1.49221581658514,-1.63771339969592)	c(0.0881297566451413,0.0974660886349996,0.114146649411891,0.0104791413346546,0.0108783721613652,-0.0164917798895352,0.0352518731237622,0.0578041489209826,0.0438208951730569,0.0418909502349388,0.0442528375792047,0.0392468251008542,0.0967507616149197,0.0769192548653823)	c(0.00583302043510576,0.021033907158132,0.0952658581505691,-0.112439572254477,-0.135006534574623,-0.226808804877685,-0.159635132640494,-0.0991277792853696,-0.157471832151477,-0.128436525019797,-0.0743885092707883,-0.0847108618034519,-0.00682888985006343,-0.0424959476919519)
MSV-A-UG-Hoi154_2005	Pan77_leaf5	c(-0.763214401096076,-0.914068203521058,-0.855378389100424,-0.560332602285454,-0.321030448881243,-0.905950150445976,-0.69468274092954,-1.43864072347314,-1.15804424493044,-0.916697732187547)	c(0.209154798566864,0.485483654043659,0.359484257442023,0.231555816186574,0.297288614139395,0.18534674334353,0.271389583230481,0.355718647721921,0.0346625156481921,0.434184068473744,0.0449339968968796,-0.034380097541391,0.307687240912622)	c(-2.85945465526144,-2.81674961802555,-3.02825546525955,-3.17725415017738,-3.03239625792558,-2.98975020187644,-2.95651156040071,-2.93287988564042,-3.20645330486964,-3.06401111430729,-3.17485893945143,-3.22640409128899,-3.37552963491358)	c(-1.37390902684322,-1.25991855507146,-1.44117813134567,-1.40451402106402,-1.44984064059976,-1.66152801822837,-1.21500923370584,-1.23350264282246,-1.16469738415031,-1.67291097595863,-1.52479855313806,-1.51319232170609)	c(0.0441134146098511,0.04936785146358,0.0475319761798716,0.05163610001401,0.0458198171114371,0.0518568343831013,0.0568079346310936,0.0353368674996342,0.0542165417959909,0.0518897930044436)	c(-0.157072692657329,-0.121565052876678,-0.141632277546786,-0.116050800719838,-0.125218547369717,-0.100598875670746,-0.118872842016975,-0.162798120712993,-0.109421304784349,-0.121879631907128,-0.117614248613753)
MSV-A-UG-Hoi154_2005	Pan77_leaf6	c(-0.700481229066438,-0.940945367498161,-0.836529702329717,-0.776556565971716,-0.713639697215073,-0.950696458900734,-0.933045174459283,-1.386263341601,-1.23043044800097,-1.16714734532541,-0.29831153084653,-0.448870301841448,-1.77905066724913)	c(0.121866501314546,0.189795551758037,-0.0290865031491194,0.245239254471201,0.171435351729177,0.241720688449588,0.0206439138828173,0.355521241858102,0.205624706252179,-0.115668938819983,-0.19838885910315,-0.143673329624604,0.170312004637071,0.336333881494796)	c(-3.22137895508632,-3.38729447649316,-3.39322921201298,-3.29413830936875,-3.21388828335716,-3.03863977456527,-3.24163281199082,-3.19174715747995,-3.53701710480469,-3.54301820257389,-3.39620984015112,-3.21637894466961)	c(-1.66902858615649,-1.48636779976575,-1.64841479053586,-1.38658473462366,-1.65411828019775,-1.31638742967969,-1.7055354285956,-1.56819612939473,-1.68808258682652,-1.49981567314187,-1.36590297600069,-1.28580772700264)	c(0.0356584553519292,0.0244088308480823,0.0251002991466374,0.0295823319604229,0.0480679869046719,0.0590208302583853,0.062402409931777,0.0206987302983398,0.0268906189469474,0.0523120130654162,0.0491773627660493,0.0517216349884713,0.0388071709788381,0.0409332399698342)	c(-0.172991005584559,-0.208476398093053,-0.1873990447437,-0.189157231981733,-0.138322588989634,-0.118141957871434,-0.0855087771628812,-0.185268889642453,-0.196989773422075,-0.131356634623962,-0.145739880939161,-0.140344446126268,-0.188850517673243,-0.143828507012874)
MSV-A-UG-Luw110_2005	SC_leaf4	c(-0.0877558893429115,0.133976816408618,-0.490217742342586,-0.798849672462761,0.0357739172713652,-0.812000905950068,-0.55597570358842,-0.733559763067404,-1.07759220571309,-1.85303970753902)	c(0.278332807970395,0.506591129256212,0.565176073144163,0.395536040587487,0.304020309302405,0.309943707985438,0.452767449859006,0.508471577889518,0.546984639056022)	c(-3.28075122858629,-2.76145097782933,-3.0988730324735,-3.15590102570681,-3.4867552700238,-3.04072963948473,-3.29413830936875,-2.81174543744098,-2.9192466787579,-2.75829141753896)	c(-1.5615552272821,-1.6596330311804,-1.77255597007841,-1.63480362345946,-1.67672790297987,-1.56088678656973,-1.66389809343184,-1.60491124756975,-1.66613959274755)	c(0.170451492178221,0.173087781629649,0.194522239713286,0.193524180133992,0.16258122574433,0.133524824954397,0.117490122174773,0.161970643767093,0.154429799973877,0.136582592468162)	c(0.149305367364154,0.0683787920629037,0.199381414756145,0.24649240158702,0.150676335066506,0.132750278772314,0.0795428950202961,0.204952628496008,0.156019939074738,0.139726038793621)
MSV-A-UG-Luw110_2005	SC_leaf5	c(-0.543167521644562,-0.621843512221752,-0.397884777051509,-0.651540448906432,-0.592953312669726,-0.391217697199333,-0.478102375739697)	c(0.304729172043765,0.694277565289448,0.552610620081193,0.757913768652751,0.757081744442288,0.558351718296673,0.51408134506376,0.552081138787605,0.330620125430923,0.0138546742819037)	c(-3.11903048989848,-2.64085895156189,-2.82514597297846,-2.52074110279722,-2.62279035715139,-2.89049485947285,-2.81507877386073,-2.97006452680541,-3.15590102570681,-3.43268804875353)	c(-1.41829903802536,-1.17821666342245,-1.58694590565642,-1.1507031533691,-1.25012333412506,-1.08234857976581,-1.70422984385021,-1.66751866122167,-1.41508410914628)	c(0.107720012248888,0.126139085141675,0.126578748475987,0.171878693001134,0.227822862530498,0.203279921633165,0.247836157392796,0.198675826672225,0.213315746123896,0.174321480732625)	c(-0.0670768074290966,-0.0260096021370364,-0.000326375792866621,0.179372622905356,0.286894379298492,0.220718609492773,0.319990310058568,0.179888919847197,0.225519946797287,0.196514499704888)
MSV-A-UG-Luw110_2005	SC_leaf6	c(-0.182718247865455,-0.292800158203349,-0.496201124964925,-0.453472285591691,-0.626558979577026,-0.588839763015338,-0.557954691819787,-0.372343694461036,-1.05694963639962)	c(0.411763408651294,0.0551264971766988,0.474355826151919,0.119237042191754,0.778612008480049,0.710100151770949,0.692598147179406,0.339265354001178,0.574035424741598,0.563513184537275)	c(-2.95863413839949,-3.28879895033582,-2.8969932154413,-3.19521984695892,-2.76325596026084,-2.56509613723316,-2.72245232560044,-2.85236419762305,-2.89745771006165)	c(-1.34397390622919,-1.57319628337009,-1.38860288015444,-1.12959648801237,-1.2598100160833,-1.09459091356554,-1.21307971752407,-1.72156516671647)	c(0.115121963204121,0.125183827121768,0.13176176245595,0.109210650027023,0.192547368573264,0.196361463902441,0.192826576940437,0.194570367640216,0.174003968162978,0.142417943431909)	c(-0.0116038558195733,0.0213086903825727,0.0501100154098401,-0.004155889417997,0.220795932598233,0.296133729328523,0.240799072640302,0.186606022066857,0.147076610147494,0.0843599827968082)
MSV-A-UG-Luw110_2005	GB_leaf4	c(-1.29226130558261,-2.20282347193548,-1.91044196302566,-1.50555446109889,-1.33945595563097,-1.86575390413507,-2.28385691526114,-2.14169161983494,-2.69100388364622,-2.25033912604314,-1.99645149675197,-1.73846714074124,-2.60811190665246)	c(0.383744820431897,0.593213286832877,0.233088248038627,0.335632818230991,0.510002917609536,0.115995972578446,0.329018441097291,0.417189643865771,0.304694466560981,0.375358739015136,0.582693083983735,0.319783733254681,0.548691576786574)	c(-2.98601212760718,-3.04893252186507,-2.70828150785155,-2.91488147401312,-3.14732578572318,-2.5368181815607,-2.99493615054403,-3.12187518832769,-2.47453884965162,-2.43774490792162,-2.99684425157245,-2.82313602126687,-2.70504925843827,-3.13637612269463,-2.31665974789118)	c(-1.24550438902228,-1.7082258354828,-0.79781995625031,-1.01855091798608,-0.816404515755377,-1.51701460886198,-0.778803371062608,-0.771393882038763,-1.19563243863078,-0.736405136094498,-1.32405743489059,-1.15177567340132,-1.32458846137551,-1.28319823828886,-1.26555209458726)	c(0.129788181710823,0.0725325307510483,0.0940152855186534,0.106348761651531,0.0869924972202753,0.206361067579592,0.193339860620073,0.167030086363774,0.17283251200414,0.120991554124774,0.104351189474092,0.101040864757872,0.137465289993893,0.145271349467711,0.12460551320784)	c(0.0833132359519505,-0.0739196227814895,0.0154488512485179,0.0926868349446152,0.0753989214865476,0.202854421483195,0.186507943712255,0.15634116400543,0.221056461966734,0.187695723737713,0.00490748779332143,-0.0220091094396586,0.0748618370490034,0.115200590309395,0.046801467503609)
MSV-A-UG-Luw110_2005	GB_leaf5	c(-0.723418892221033,-1.24665698998167,-1.01783478948153,-1.28406063357299,-1.5472711485655,-1.23536220375523,-1.24638946548478,-1.97059230270038,-2.33310222999169,-1.59803367861422,-1.63288160075517,-2.51527722614902,-2.6742291311651,-3.01710913931358,-3.10819855323965)	c(-0.0479390913138889,0.515160793482387,-0.389282937166797,0.729865109465493,0.565245780109899,0.29972399896283,0.467505094019213,0.231573697249441,0.49991477872834,-0.31945811711195,0.0437544553543823,0.173724894254603,-1.62067475041609,-0.412785088176137,0.166504334352509)	c(-2.81112037492976,-2.8992998146496,-3.0669590096883,-3.03357732855898,-3.04581978992097,-2.88604877745543,-2.89476472687049,-3.03199565353094,-2.65298915436642,-3.42796439308081,-3.11668457854313,-3.66102513280125,-3.19686563603002)	c(-0.967882399545124,-1.11287595435539,-1.14443768242556,-1.02123602307102,-1.37459925701796,-1.13673003825647,-1.56036952141055,-0.811625963679569,-1.58460500599961,-1.38313229531233,-1.6015433772906,-1.32199475953386,-1.35445505238165)	c(0.121024921900611,0.120755223365649,0.155234961488295,0.136773802017636,0.115818333276677,0.151566928891888,0.144002513680343,0.142930777603128,0.13055924890406,0.15116675149988,0.133016932721416,0.137816511155786)	c(0.0481676099501003,0.0708384703496551,0.152307780880026,0.110250482106786,0.154023232040083,0.113734413472811,0.17656753151392,0.285954989920879,0.18830124754455,0.0666974828798935,0.048637893446131,-5.97311259571965e-05,0.308722843738134,0.0360558302771025,0.174427612955835)
MSV-A-UG-Luw110_2005	GB_leaf6	c(-0.629230665327945,-0.746560138795854,-0.916076444835263,-0.783056938527905,-0.612087092746982,-0.498141781536461,-0.857782814579298,-1.09856143496118,-1.41568680995893,-1.68434136166507,-1.67907408722483,-1.24269442284767,-1.67903440356274,-2.42789260036809,-2.34522618899324,-2.14076661175288,-2.76391180381237)	c(0.369512075192777,0.519591094977497,0.549921385714659,0.640202413146985,0.77366605176453,0.574398710415605,0.586877285154947,0.430216014574839,0.518980457379228,0.507792573826474,0.501182719423708,0.274417614772026,0.23564128295732,0.124386063742154,0.401280570920739,0.594764182579314)	c(-2.71869888259543,-3.0980446173892,-2.87387858315491,-2.84380135271266,-2.51698598546677,-2.89131207986032,-3.07351759271393,-3.19292368873756,-2.42671647306515,-2.81454614444749,-2.49989414733072,-3.04747404744081,-2.62529513059738,-2.96779460989051,-2.98408830840247,-3.06853277773967)	c(-1.18776643175924,-1.10324502884657,-1.36917411523197,-1.71532470481427,-1.61665495374781,-1.16245722453436,-1.55198050663779,-1.20296632928481,-1.59888079804887,-1.1852795436627,-1.60881934185335,-1.6617340681536,-1.35178757966617,-1.56440984676432,-1.2197480536297,-1.36290412998989)	c(0.121521392785239,0.088592693631752,0.108710900362317,0.104929214267269,0.0994068448647829,0.125109172041946,0.170584971447797,0.0789132618963471,0.0873977183518254,0.0924965613447033,0.107341276976625,0.0700946894718623,0.0925728296080429,0.100545241597921)	c(0.0331775742230534,-0.04557030487808,-0.0066616433818621,-0.0812480510308008,-0.0577483512916377,-0.000339411577950378,0.175631740837012,0.122432381678616,0.256710078597652,0.254530394743493,-0.0961668659308886,-0.0720754377064036,-0.0451355725532219,0.000256742744933021,-0.110998196425701,0.00290971616310151,0.0780228635680142)
MSV-A-UG-Luw110_2005	Pan77_leaf4	c(0.114431565304074,-0.338215114150271,-0.104183779394707,-0.183336413987354,-0.213977091964484,-0.549954909365565,-0.560542386094934,-1.1840480341627,-0.667828054026525,-1.52997473573313,-1.97578057423624,-0.571523448053328,-0.572397791549848,-1.51391939978711,-0.868984732818809,-1.14000470834987,-2.04171770983305,-1.90546043662344,-1.40875537158756,-0.045586628423916,-0.327078917702076,-0.685097536055331,-0.619666752699532,-0.875145861483924,-0.503794748398623,-1.26579732990571)	c(-0.448514560101766,0.338761464702128,0.14117725092166,0.280015604805836,-1.34161409080726,-2.30050802608258,-0.668290005038052,0.395295146689135,-0.0219412921371265,0.124466780490566,0.42052680713261,-0.257958619577463,0.00886019233111164,0.238011552932416,0.199590156899172,0.292278152536317,0.381321430776447,-0.261825145876817,-0.477971865160419,-0.660894098296649,0.093630394017785,0.202527867591343,0.254051510605978,0.321013685496766,0.117633272084649,0.396444653236545)	c(-2.90406508502817,-3.06401111430729,-3.24933503235291,-2.95459033022282,-3.58271925828555,-4.07454193492592,-2.95459033022282,-2.7790092900427,-3.23163330658517,-3.24676102835774,-2.9169210931297,-3.14888345304817,-3.26230538279554,-3.14423228187243,-3.11226608980994,-3.33218935429006,-2.88419089882108,-3.42344299060947,-3.61935339146533,-3.65738078705457,-3.28075122858629,-3.0988730324735,-3.04913305028111,-2.95075890791126,-3.20398721237445,-2.86821895325503)	c(-1.25506226267229,-1.51969225177184,-1.48019158861383,-1.14411828486919,-1.54670594934206,-1.26021889152708,-1.45630166865966,-1.43289659492198,-1.24378080705195,-1.55374439238946,-1.20481706830231,-1.69799538273267,-1.62315039000233,-1.13688207876843,-1.65586211183735,-1.40442052569251,-1.48490127394,-1.42409193551111,-1.68864009766499,-1.54694000843296,-1.46556387313608,-1.45982831043161,-1.59616602710032,-1.33574740403277,-1.48695120984)	c(0.100218640218876,0.179264779804164,0.206400664684132,0.180622629267401,0.22357226062164,0.257285155152321,0.217756381007417,0.153827248698636,0.188948297211642,0.0999588587771282,0.115544849759722,0.0693331910062468,0.0655293035644569,0.0431000686041458,0.0610586784840303,0.0534599433907913,0.0551247065968947,0.0290785965598137,0.0275810264879511,0.177410073521579,0.133155501737966,0.14989030998999,0.13952331841196,0.154112128389774,0.173079684119348,0.144056758983989)	c(-0.00501187126971101,0.118432946566008,0.193866965876265,0.141860378916401,0.299776978796398,0.365298244072936,0.242249861408811,0.0771678607499144,0.142008008495643,0.00644126287456936,0.0106031419847039,-0.0665404687198518,-0.0991390444363338,-0.120319835539879,-0.106605290804868,-0.107845910041685,-0.130359493386659,-0.130994305121615,-0.130198813062544,0.137069445259627,0.0310243872685951,0.099071483946427,0.0789260973182284,0.103048773563105,0.128613594840471,0.0591518620603308)
MSV-A-UG-Luw110_2005	Pan77_leaf5	c(-0.621294498232972,-0.262465420283568,0.112531572161001,-0.245198664603299,-0.288379207393887,-0.156216017001849,-0.7131496262985,-0.787253274366854,-0.930339599190102,-0.786671461631171,-0.735632864494276,-0.50489394931595,-0.61186606771904,-0.249578244320896,-0.411497193107357,-0.156633300314182,-0.413248973438426,-0.821250008824587,-0.566216975662266,-1.12823676937644,-0.702841424266226,-0.969345184084858,-0.893774146089375,-1.96632883683779,-2.04990728342881)	c(0.450391521946385,0.00625980702452502,0.016982475611428,-0.274596006989404,0.195262301372129,0.276805368257501,0.429201614239876,0.318220941277957,-0.491939929055832,0.0304117940610871,0.0529621743470132,-0.0709481990568107,-0.356199193374129,0.0431722927694297,-0.106186180719916,0.175854282730263,0.133931217837696,0.0739837214872075,0.36215542807841,0.249225109620317,0.123622228295547,-0.151400316239858,0.445553352089744)	c(-2.9224818118144,-3.2289261607217,-3.14655516328857,-2.96229749746775,-2.99974029495153,-3.16533505794017,-2.92838832879981,-3.1629681929299,-3.67300610495765,-2.7854713480708,-3.11677060193105,-3.2519156789464,-3.9476501830713,-3.4867552700238,-3.30770703857482,-3.68887945411394,-3.42651518964645,-3.08129016191564,-3.42651518964645,-3.85375409730417,-3.47054745979695,-2.82177896643055,-3.45709192981104,-3.39391179611098,-3.5098967985855,-3.10109278921182)	c(-1.58406597508006,-1.43366663416762,-1.51289146021848,-1.81531606767539,-1.65252361556581,-1.50020161019825,-1.58320310436926,-1.85835798288043,-1.56097170023115,-1.50163552438348,-1.53784469106031,-1.43592133031773,-1.48789069402522,-1.6445479276945,-1.86713133165199,-1.51411932822651,-1.63411680525914,-1.63258313391006,-1.43640950980358,-1.72633889943834,-1.46829179706206,-1.61824838167563)	c(0.14427504586163,0.205843911562229,0.184611562708643,0.150317886363632,0.156959125284867,0.152614145867515,0.149872732520004,0.0393695123262431,0.0780188199731403,0.0486191898131235,0.0788077895894592,0.0822123672824703,0.116697056712223,0.0606979487072534,0.0876588565270887,0.0977173376540512,0.0878285459272584,0.0613472533476005,0.0410783688872816,0.0826468740135702,0.0399281525295658,0.0467715622438841,0.0525653897206354,0.027434456329471,0.0713184019257748,0.0274069050425638)	c(0.024955113891629,0.192610815776791,0.129422988788466,0.0698445700911551,0.101635513787538,0.0546318910477172,0.0571266999324394,-0.156611690600219,-0.0891764945026222,-0.153417900024887,-0.0267120043409763,-0.0684725590141946,0.088963818025636,-0.0967188883896101,-0.0543074251169612,0.0510129419835915,-0.0328417883159452,-0.110032781288162,-0.186011087978192,0.000656557836897485,-0.187587016553266,-0.137016951355004,-0.151153050152492,-0.217387401269434,-0.106684877446426,-0.187117443222305)
MSV-A-UG-Luw110_2005	Pan77_leaf6	c(-0.667580922391958,-0.0763807429416992,-0.0513591344496967,-0.475131393787564,-0.26708975834751,0.0214445531077452,-0.124860979809887,-0.205893140162451,0.32743650997579,-0.486601159764462,-0.649089000302035,-0.437963205087277,-0.757943315677148,-0.718782534341181,-0.981778703597319,-1.16350746539973,-1.54202234957797,-0.399755886772158,-0.0507468721244432,-0.456902621842193,-0.672497864746848,-0.99858850989193,-1.35524424813423,-0.843878618662403,-1.14979564278352)	c(0.133053315529026,-0.0879232803082168,-0.0681567416973788,-1.65260946863329,0.114144542905149,-0.229787428672918,-0.227256400443201,-0.286043752386992,-0.0448668865009978,0.0196463355501445,0.288636536116838,-0.293217002505093,-0.0751687786287162,-0.403370381178717,-0.506490826269504,-0.26617046139115,-0.983993854329882,0.0983728672042536,0.196306216935521,0.206550226398184,0.17823663232684,0.191041733236276,-0.0210854863118142,-0.0711400424309917,0.169299392122971)	c(-3.19418321227783,-3.33540964112415,-3.5098967985855,-3.12129549652934,-3.36101559202932,-3.62684406319448,-3.54737989184024,-3.45776773315055,-3.21675415220827,-3.48024058900261,-3.56610470227308,-3.56489347433295,-3.55085815621656,-3.87280229227486,-3.40822199659912,-3.91703554725169,-3.23653076010692,-2.9058915695542,-3.00578260940749,-3.2188758248682,-3.22640409128899,-3.36679595494482,-3.47699909507844,-3.22388836669175)	c(-1.52469821379408,-1.83963022498782,-1.74880450329282,-1.32019296688789,-1.56212296611986,-1.48217540813883,-1.77594170043459,-1.30179981694802,-1.73712066239244,-1.45081370894993,-1.46695984804963,-1.45759718650356,-1.90897225774186,-1.70202770985946,-1.37171776984824,-1.48232569344308,-1.58304512244047,-1.74088315989171,-1.52990580432697,-1.64690148438498,-1.20069941577602,-1.41832270667669)	c(0.158059372100008,0.191056761915643,0.202067169159317,0.256021804826646,0.183010541890701,0.257304429732376,0.218214856583668,0.0793155534906824,0.044593390270585,0.075602142558049,0.0528660342636694,0.0903764944134754,0.0917987081825788,0.0833398041658943,0.0710333292864421,0.0783010864153497,0.0892249392791083,0.0332736329228673,0.0281559759021875,0.072685811917802,0.0310159512051036,0.0486786118623746,0.0291793201517084,0.0341573400995554,0.0621278971289876)	c(0.0645800402128435,0.144995997548677,0.1661116930496,0.374987565669893,0.105323343914186,0.28113874394857,0.213293687405512,-0.0928790027930826,-0.152824405063087,-0.104774779174591,-0.170199894082379,-0.0766373449163426,-0.0524314062778275,-0.078985286433403,-0.123535958046185,-0.0245084083675322,-0.0739677352311819,-0.15713075612738,-0.207757517636883,-0.0621466151438295,-0.228484377841637,-0.147712475053136,-0.197284404169144,-0.213396291688817,-0.157760218660423)
MSV-ULuw-107_2005	SC_leaf4	c(0.494516708647818,0.701104171079176,0.014017412419492,-0.0499907725112756,-0.337031271852293,-0.218580786575215,-0.725513870049806,-1.29626872358151,-1.45726898641296,-1.5982060417179,-1.77355108264679,0.0936499733330028,-0.0794550702828798,-1.4185588094429,-1.10747662506678,-0.978880744587845,-1.84394268368756,-2.04346088723697,0.104630623751524,0.00905046173593814,-0.832740203802744,-1.06271942397289,-2.29656944335142)	c(-0.11090437802453,-0.624969270889782,0.16016559501283,0.389182284445773,0.176203426646216,-0.486278505827937,-0.209911702452585,0.219155232217052,0.0601661903869428,0.0271512621875813,0.161851603131743,0.118509643626039,0.297301703980421,0.338444877267004,0.0862166103066756,0.101245917218012,0.229565546839063,0.520216786367969,0.425592572460532,0.405567046683208,-0.248810215409165,-0.137529635759483)	c(-3.14191478373207,-3.01593498087151,-3.30497852392161,-3.06829100947106,-3.22388836669175,-3.54600569758892,-3.1055471395612,-3.42038020107893,-4.08044165705311,-3.39919937899948,-3.37552963491358,-2.89137225822975,-2.92847636037276,-2.94313982343482,-2.6794627442503,-2.8222971510852,-3.54045944899566,-3.2114038100295,-2.92994453301599,-3.19418321227783,-3.00376444525126,-3.28341434600577,-3.31869616015041)	c(-0.970189613714692,-1.36404444958946,-1.68389958416403,-1.48141400368177,-1.67427372982524,-1.52263848450858,-1.04579043232974,-1.19936337634353,-1.04379433285584,-0.85267712659429,-1.24384935967814,-1.51352634271407,-1.52957890505675,-1.39705069077476,-1.56144324056346,-1.55835721333785,-1.17378820439738,-1.10485108639101,-1.22815873991945,-1.07609093610846,-1.75264221283923,-1.16736728159695)	c(0.121618291840586,0.106428351373946,0.0873391637356256,0.0894570939088849,0.0933530917903621,0.0461878246130345,0.114730135574156,0.0449245229084491,0.141707092018305,0.0422873864218071,-0.0112563426859119,0.124674259978779,0.133500793222814,0.0743169507857268,0.119854850579472,0.0691095725984104,-0.0316856155564421,-0.00520394899045776,0.0953184837189279,0.0698941279533916,0.0928444826182053,0.0921250705649169,0.0207813419742333)	c(-0.0171289200512242,-0.000585545441228469,-0.0383803873626125,-0.0654092347042699,-0.0334908488024747,-0.11790418101027,-0.00282874889068738,-0.149157913858242,0.14747822554536,-0.11827912298562,-0.304477817677089,0.0680348711483512,0.0936911074231309,-0.0117598530795363,0.0869796478528697,-0.0838459028083435,-0.29045639170048,-0.209026635424685,0.0860421057687079,-0.028695966709141,0.0767975574424699,0.0689424508590211,-0.0737912685519581)
