node1,node2,startYear,endYear,start_av_streak_width_Pan77,end_av_streak_width_Pan77,start_chlorotic_area_Pan77,end_chlorotic_area_Pan77,start_deviation_from_rectangle_Pan77,end_deviation_from_rectangle_Pan77,start_stunting_Pan77,end_stunting_Pan77,start_yellowness_Pan77,end_yellowness_Pan77,start_whitness_Pan77,end_whitness_Pan77,start_av_streak_width_SC,end_av_streak_width_SC,start_chlorotic_area_SC,end_chlorotic_area_SC,start_deviation_from_rectangle_SC,end_deviation_from_rectangle_SC,start_stunting_SC,end_stunting_SC,start_yellowness_SC,end_yellowness_SC,start_whitness_SC,end_whitness_SC,start_av_streak_width_GB,end_av_streak_width_GB,start_chlorotic_area_GB,end_chlorotic_area_GB,start_deviation_from_rectangle_GB,end_deviation_from_rectangle_GB,start_stunting_GB,end_stunting_GB,start_yellowness_GB,end_yellowness_GB,start_whitness_GB,end_whitness_GB
62,63,1898.77046,1984.75058,0.0388588851247184,0.0402280369634025,25.4301310731662,24.2434795697998,1.84782114672141,1.85941816367784,0.700658798855443,0.66725093941754,0.617811167275368,0.610305256412064,0.597496949339334,0.600053849696812,0.0452426654999757,0.0421531934393766,40.7112261785168,30.3491075977759,1.80678054608297,1.75968672105175,0.491763235433215,0.502957624637374,0.584658946226575,0.609955234027026,0.564858892700692,0.576816946875719,0.0660991854447357,0.0507998328497161,40.6380733407764,41.7719125643034,2.38484835359038,2.41323147344562,0.262414936617937,0.278479839590877,0.600250334035045,0.614216160764813,0.602937558058372,0.60719912508259
63,4,1984.75058,1995,0.0402280369634025,0.0432454538840286,24.2434795697998,35.9756034918857,1.85941816367784,1.73147502207618,0.66725093941754,0.746894544286559,0.610305256412064,0.626294139050206,0.600053849696812,0.645859337285223,0.0421531934393766,0.0369092080149934,30.3491075977759,31.8639330007285,1.75968672105175,1.69328766076468,0.502957624637374,0.39399201981748,0.609955234027026,0.597709490851363,0.576816946875719,0.542290047783842,0.0507998328497161,0.0505704409314549,41.7719125643034,50.591121556204,2.41323147344562,2.33724606126121,0.278479839590877,0.150375632999883,0.614216160764813,0.607993444662622,0.60719912508259,0.604144657436235
63,64,1984.75058,1990.22979,0.0402280369634025,0.0403820839163716,24.2434795697998,21.7117542946674,1.85941816367784,1.91654897568108,0.66725093941754,0.689107924578555,0.610305256412064,0.606854010737445,0.600053849696812,0.595348104512311,0.0421531934393766,0.043230432318778,30.3491075977759,30.1407260157946,1.75968672105175,1.77737008930225,0.502957624637374,0.500912275934984,0.609955234027026,0.610630950442945,0.576816946875719,0.557557649228432,0.0507998328497161,0.0476048409151146,41.7719125643034,43.006129840165,2.41323147344562,2.37033853828203,0.278479839590877,0.275461801252738,0.614216160764813,0.609714930806277,0.60719912508259,0.605794751297298
64,3,1990.22979,1997,0.0403820839163716,0.0411749760589199,21.7117542946674,16.0306850136011,1.91654897568108,1.92067556230477,0.689107924578555,0.768660325845336,0.606854010737445,0.605350294065264,0.595348104512311,0.592404726204954,0.043230432318778,0.031335849040483,30.1407260157946,16.4954710623817,1.77737008930225,2.19827202532643,0.500912275934984,0.542179840955387,0.610630950442945,0.615907138024751,0.557557649228432,0.619633344131634,0.0476048409151146,0.0418788644591742,43.006129840165,32.7071791792677,2.37033853828203,3.22908790857449,0.275461801252738,0.403394382138586,0.609714930806277,0.61910941896011,0.605794751297298,0.616584787538286
64,2,1990.22979,1994,0.0403820839163716,0.0352253060075835,21.7117542946674,32.7807662410091,1.91654897568108,1.77708073344289,0.689107924578555,0.609716186996053,0.606854010737445,0.576592539669582,0.595348104512311,0.622916790918902,0.043230432318778,0.0396152973523392,30.1407260157946,43.1767530600548,1.77737008930225,1.63237791642739,0.500912275934984,0.465961552761039,0.610630950442945,0.607467361747759,0.557557649228432,0.557815320876114,0.0476048409151146,0.048792178859881,43.006129840165,45.8591607694207,2.37033853828203,2.25325807386984,0.275461801252738,0.144024274956574,0.609714930806277,0.613366628201822,0.605794751297298,0.610706891843645
62,65,1898.77046,1928.46095,0.0388588851247184,0.0395558373507003,25.4301310731662,27.711556442849,1.84782114672141,1.64746732026471,0.700658798855443,0.659682726002033,0.617811167275368,0.604956894777633,0.597496949339334,0.594900325633185,0.0452426654999757,0.0452753262999065,40.7112261785168,41.6942756142125,1.80678054608297,1.82858377700892,0.491763235433215,0.487130067708841,0.584658946226575,0.585747045318499,0.564858892700692,0.55860992306259,0.0660991854447357,0.0625388385724461,40.6380733407764,49.3620936002496,2.38484835359038,2.4776555153825,0.262414936617937,0.325028787695336,0.600250334035045,0.599917263327038,0.602937558058372,0.603183162858034
65,66,1928.46095,1940.51234,0.0395558373507003,0.0387199990101342,27.711556442849,30.0982298822714,1.64746732026471,1.60888643825979,0.659682726002033,0.629070437195486,0.604956894777633,0.617577459939977,0.594900325633185,0.611740352504412,0.0452753262999065,0.0446522915145416,41.6942756142125,41.4218304267255,1.82858377700892,1.82958447880906,0.487130067708841,0.497520952840961,0.585747045318499,0.593662644333766,0.55860992306259,0.579069063168468,0.0625388385724461,0.0665701780797544,49.3620936002496,46.2084797749744,2.4776555153825,2.42587104517287,0.325028787695336,0.248693645824338,0.599917263327038,0.60832072006545,0.603183162858034,0.605349547138205
66,67,1940.51234,1954.27763,0.0387199990101342,0.0390115819424797,30.0982298822714,27.4711426608909,1.60888643825979,1.69894358684793,0.629070437195486,0.616706190077345,0.617577459939977,0.622386113404148,0.611740352504412,0.616277217484169,0.0446522915145416,0.043992012103475,41.4218304267255,42.0886810656336,1.82958447880906,1.78981990056834,0.497520952840961,0.498449519227432,0.593662644333766,0.57668240049183,0.579069063168468,0.586995464496767,0.0665701780797544,0.0543361481670525,46.2084797749744,50.7362496379523,2.42587104517287,2.40519526617089,0.248693645824338,0.229268333541682,0.60832072006545,0.608453574783933,0.605349547138205,0.603534005915949
67,68,1954.27763,1967.7896,0.0390115819424797,0.0404233554064778,27.4711426608909,27.1638876193605,1.69894358684793,1.67389845116541,0.616706190077345,0.594748602727582,0.622386113404148,0.626129715599818,0.616277217484169,0.609678723672102,0.043992012103475,0.0440225057780242,42.0886810656336,46.0740237075289,1.78981990056834,1.77647416770485,0.498449519227432,0.49771576272763,0.57668240049183,0.614259412061533,0.586995464496767,0.59891586368001,0.0543361481670525,0.0534957071884268,50.7362496379523,55.1013637222055,2.40519526617089,2.34343073548972,0.229268333541682,0.204361099978922,0.608453574783933,0.610620585697632,0.603534005915949,0.604580218020672
68,69,1967.7896,1983.61293,0.0404233554064778,0.0401344358139992,27.1638876193605,27.6556673110144,1.67389845116541,1.66202653046803,0.594748602727582,0.584724965076403,0.626129715599818,0.630514686482543,0.609678723672102,0.617275431429721,0.0440225057780242,0.0453515984399384,46.0740237075289,41.1129077187765,1.77647416770485,1.79636230341461,0.49771576272763,0.497502570172729,0.614259412061533,0.625678444839797,0.59891586368001,0.598423840148451,0.0534957071884268,0.0541547871071577,55.1013637222055,52.5800883809792,2.34343073548972,2.26159570899297,0.204361099978922,0.155174416002359,0.610620585697632,0.618784884747275,0.604580218020672,0.603156368905622
