node1,node2,startYear,endYear,start_av_streak_width_Pan77,end_av_streak_width_Pan77,start_chlorotic_area_Pan77,end_chlorotic_area_Pan77,start_deviation_from_rectangle_Pan77,end_deviation_from_rectangle_Pan77,start_stunting_Pan77,end_stunting_Pan77,start_yellowness_Pan77,end_yellowness_Pan77,start_whitness_Pan77,end_whitness_Pan77,start_av_streak_width_SC,end_av_streak_width_SC,start_chlorotic_area_SC,end_chlorotic_area_SC,start_deviation_from_rectangle_SC,end_deviation_from_rectangle_SC,start_stunting_SC,end_stunting_SC,start_yellowness_SC,end_yellowness_SC,start_whitness_SC,end_whitness_SC,start_av_streak_width_GB,end_av_streak_width_GB,start_chlorotic_area_GB,end_chlorotic_area_GB,start_deviation_from_rectangle_GB,end_deviation_from_rectangle_GB,start_stunting_GB,end_stunting_GB,start_yellowness_GB,end_yellowness_GB,start_whitness_GB,end_whitness_GB
62,63,1886.7725,1977.29151,0.0371230923163856,0.0401125943729845,24.8187741901812,21.0007450164054,1.61231525834656,1.62310062500807,0.587767415541915,0.555849352643984,0.59803187442026,0.619893942489403,0.567780124554775,0.527011372822153,0.0415324040581284,0.0368995491030218,43.8311600832242,37.12073297403,1.85766390025367,1.80596078606361,0.518879082818122,0.535538527116275,0.586437918987598,0.604465070773188,0.582471774954881,0.623276253982866,0.0526875175343125,0.0512813714633598,39.7658894997402,33.1296994136075,2.99553799400576,2.64410952121748,0.240477454498547,0.245603478855651,0.610411380273791,0.593594408892956,0.598349342569154,0.591811857953328
63,4,1977.29151,1995,0.0401125943729845,0.0430896349004905,21.0007450164054,28.088420464043,1.62310062500807,2.00183694770436,0.555849352643984,0.756589774026852,0.619893942489403,0.569277058635488,0.527011372822153,0.555225950211559,0.0368995491030218,0.0369092080149934,37.12073297403,31.8639330007285,1.80596078606361,1.69328766076468,0.535538527116275,0.39399201981748,0.604465070773188,0.597709490851363,0.623276253982866,0.542290047783842,0.0512813714633598,0.0505704409314549,33.1296994136075,50.591121556204,2.64410952121748,2.33724606126121,0.245603478855651,0.150375632999883,0.593594408892956,0.607993444662622,0.591811857953328,0.604144657436235
63,64,1977.29151,1988.98414,0.0401125943729845,0.0391032026522591,21.0007450164054,17.0531436692938,1.62310062500807,1.63979944784101,0.555849352643984,0.577045758154554,0.619893942489403,0.61580210197054,0.527011372822153,0.521203317355297,0.0368995491030218,0.0391900747076817,37.12073297403,38.2663393470262,1.80596078606361,1.79341445993288,0.535538527116275,0.496455443250361,0.604465070773188,0.598852043029436,0.623276253982866,0.602482992196325,0.0512813714633598,0.0500662979172448,33.1296994136075,34.6367156668117,2.64410952121748,2.83235731482569,0.245603478855651,0.233128590316096,0.593594408892956,0.589853886485989,0.591811857953328,0.598769611947042
64,3,1988.98414,1997,0.0391032026522591,0.0411749760589199,17.0531436692938,16.0306850136011,1.63979944784101,1.92067556230477,0.577045758154554,0.768660325845336,0.61580210197054,0.605350294065264,0.521203317355297,0.592404726204954,0.0391900747076817,0.031335849040483,38.2663393470262,16.4954710623817,1.79341445993288,2.19827202532643,0.496455443250361,0.542179840955387,0.598852043029436,0.615907138024751,0.602482992196325,0.619633344131634,0.0500662979172448,0.0418788644591742,34.6367156668117,32.7071791792677,2.83235731482569,3.22908790857449,0.233128590316096,0.403394382138586,0.589853886485989,0.61910941896011,0.598769611947042,0.616584787538286
64,2,1988.98414,1994,0.0391032026522591,0.0437786990718163,17.0531436692938,7.60396619707998,1.63979944784101,1.80918539828251,0.577045758154554,0.473819922161098,0.61580210197054,0.602196043632026,0.521203317355297,0.525063527713162,0.0391900747076817,0.0396152973523392,38.2663393470262,43.1767530600548,1.79341445993288,1.63237791642739,0.496455443250361,0.465961552761039,0.598852043029436,0.607467361747759,0.602482992196325,0.557815320876114,0.0500662979172448,0.048792178859881,34.6367156668117,45.8591607694207,2.83235731482569,2.25325807386984,0.233128590316096,0.144024274956574,0.589853886485989,0.613366628201822,0.598769611947042,0.610706891843645
62,65,1886.7725,1904.73295,0.0371230923163856,0.0376290667945758,24.8187741901812,24.258883546882,1.61231525834656,1.72108899439918,0.587767415541915,0.580150179390808,0.59803187442026,0.599449056034868,0.567780124554775,0.56461761066887,0.0415324040581284,0.0429400743691328,43.8311600832242,45.9128513126799,1.85766390025367,1.87874530533044,0.518879082818122,0.522713933047329,0.586437918987598,0.600175249949796,0.582471774954881,0.575136614126728,0.0526875175343125,0.0511105055894854,39.7658894997402,41.4960219348558,2.99553799400576,2.62377337521184,0.240477454498547,0.229872736205643,0.610411380273791,0.610712030750089,0.598349342569154,0.603344022296008
65,66,1904.73295,1929.12616,0.0376290667945758,0.0376641072416732,24.258883546882,30.3809462079577,1.72108899439918,1.67558714542114,0.580150179390808,0.598611503820497,0.599449056034868,0.599147804078652,0.56461761066887,0.544994433881919,0.0429400743691328,0.0422834861006203,45.9128513126799,49.4953319028381,1.87874530533044,1.83044601899327,0.522713933047329,0.532886418352953,0.600175249949796,0.585618336207544,0.575136614126728,0.561709693138164,0.0511105055894854,0.0497037103157689,41.4960219348558,49.2881921689483,2.62377337521184,2.46356714628828,0.229872736205643,0.268130064416593,0.610712030750089,0.610769576273895,0.603344022296008,0.596648221544106
66,67,1929.12616,1933.70661,0.0376641072416732,0.0376196570928306,30.3809462079577,25.7267415890636,1.67558714542114,1.66156449633227,0.598611503820497,0.598991950358882,0.599147804078652,0.594247360665636,0.544994433881919,0.546646634090056,0.0422834861006203,0.0423313634738052,49.4953319028381,49.0226832987848,1.83044601899327,1.88554355215506,0.532886418352953,0.535060434464647,0.585618336207544,0.604886385384847,0.561709693138164,0.562602421115156,0.0497037103157689,0.0500308515581285,49.2881921689483,46.0318995050975,2.46356714628828,2.42668789689018,0.268130064416593,0.280120203237969,0.610769576273895,0.607919143773451,0.596648221544106,0.594540978733673
67,68,1933.70661,1952.59562,0.0376196570928306,0.0373017619380935,25.7267415890636,25.9200854529534,1.66156449633227,1.66916857607543,0.598991950358882,0.601714779634827,0.594247360665636,0.589530314737803,0.546646634090056,0.55222751097465,0.0423313634738052,0.0442835149988684,49.0226832987848,56.6359957046673,1.88554355215506,1.88578362761494,0.535060434464647,0.51870103407653,0.604886385384847,0.605234927772195,0.562602421115156,0.539886180124356,0.0500308515581285,0.0515098740518251,46.0318995050975,53.7542223484171,2.42668789689018,2.2992712428403,0.280120203237969,0.254579911416394,0.607919143773451,0.611022474550946,0.594540978733673,0.586289157521062
68,69,1952.59562,1983.44917,0.0373017619380935,0.0364022018541945,25.9200854529534,26.6487799583332,1.66916857607543,1.55330279096949,0.601714779634827,0.57026087034528,0.589530314737803,0.574316920313019,0.55222751097465,0.532998015429982,0.0442835149988684,0.0453175520498089,56.6359957046673,56.2080154812345,1.88578362761494,1.88845210858263,0.51870103407653,0.539285128303022,0.605234927772195,0.599263668993483,0.539886180124356,0.519682585452982,0.0515098740518251,0.0531305796677364,53.7542223484171,50.90370645455,2.2992712428403,2.25211879812314,0.254579911416394,0.250585194275857,0.611022474550946,0.612708602586359,0.586289157521062,0.576320335616591
