node1,node2,startYear,endYear,start_av_streak_width_Pan77,end_av_streak_width_Pan77,start_chlorotic_area_Pan77,end_chlorotic_area_Pan77,start_deviation_from_rectangle_Pan77,end_deviation_from_rectangle_Pan77,start_stunting_Pan77,end_stunting_Pan77,start_yellowness_Pan77,end_yellowness_Pan77,start_whitness_Pan77,end_whitness_Pan77,start_av_streak_width_SC,end_av_streak_width_SC,start_chlorotic_area_SC,end_chlorotic_area_SC,start_deviation_from_rectangle_SC,end_deviation_from_rectangle_SC,start_stunting_SC,end_stunting_SC,start_yellowness_SC,end_yellowness_SC,start_whitness_SC,end_whitness_SC,start_av_streak_width_GB,end_av_streak_width_GB,start_chlorotic_area_GB,end_chlorotic_area_GB,start_deviation_from_rectangle_GB,end_deviation_from_rectangle_GB,start_stunting_GB,end_stunting_GB,start_yellowness_GB,end_yellowness_GB,start_whitness_GB,end_whitness_GB
62,63,1891.64054,1919.41812,0.0401310624263141,0.0414242540069541,27.0675151599751,24.752674782029,1.7718163824181,1.83463362258892,0.562534616627298,0.558491598281692,0.615516295389656,0.603537979874836,0.560708054727632,0.567665622619204,0.0392115338088872,0.0426018742559836,41.8269807577484,43.7796663963652,1.87394912006514,1.81893470385969,0.453274630462997,0.443993185083406,0.57838651258398,0.592889665474379,0.565565258926423,0.566415575712323,0.0488895348395192,0.0498279365040158,49.8924011258164,51.8624980942112,2.32095111198046,2.39041278367255,0.174794871181078,0.193898270320732,0.593322397306783,0.612862804628687,0.584669644344535,0.602804409030009
63,64,1919.41812,1929.01225,0.0414242540069541,0.0408845340453238,24.752674782029,25.560632420839,1.83463362258892,1.65859195730173,0.558491598281692,0.569972378838218,0.603537979874836,0.593162905772901,0.567665622619204,0.573409998388344,0.0426018742559836,0.0445349431303534,43.7796663963652,46.4350257187591,1.81893470385969,1.90190339435887,0.443993185083406,0.440410965624826,0.592889665474379,0.604745782492414,0.566415575712323,0.51987247299358,0.0498279365040158,0.0460547266017782,51.8624980942112,52.7156763811797,2.39041278367255,2.26010933464532,0.193898270320732,0.17182251812759,0.612862804628687,0.616818392538494,0.602804409030009,0.596026254108183
64,65,1929.01225,1934.31158,0.0408845340453238,0.0407897057695354,25.560632420839,23.4747916127001,1.65859195730173,1.67683717257476,0.569972378838218,0.58503556759716,0.593162905772901,0.590734758641476,0.573409998388344,0.557697371442224,0.0445349431303534,0.0451753006072121,46.4350257187591,49.1458265565137,1.90190339435887,1.87559050005429,0.440410965624826,0.441575849695095,0.604745782492414,0.601663278353097,0.51987247299358,0.54482871914753,0.0460547266017782,0.0452466035233216,52.7156763811797,52.8744164517295,2.26010933464532,2.19350801303567,0.17182251812759,0.196810772078433,0.616818392538494,0.618793607611967,0.596026254108183,0.590189372150635
65,60,1934.31158,1987,0.0407897057695354,0.0423162602615746,23.4747916127001,31.4062902766263,1.67683717257476,2.0122279098954,0.58503556759716,0.580433903551587,0.590734758641476,0.548686803658357,0.557697371442224,0.508968811512465,0.0451753006072121,0.0342933476938064,49.1458265565137,27.5489247015871,1.87559050005429,1.78078444763641,0.441575849695095,0.47179881932301,0.601663278353097,0.623285323251876,0.54482871914753,0.605070314084107,0.0452466035233216,0.0557610833112498,52.8744164517295,53.7259663300947,2.19350801303567,2.55647049944298,0.196810772078433,0.112295494343946,0.618793607611967,0.597639752126285,0.590189372150635,0.618451783020983
65,66,1934.31158,1959.07561,0.0407897057695354,0.0405469412582403,23.4747916127001,24.9808707764497,1.67683717257476,1.62292930759041,0.58503556759716,0.571283768273596,0.590734758641476,0.579713797840806,0.557697371442224,0.558253841501654,0.0451753006072121,0.0472732650642873,49.1458265565137,56.6553837449614,1.87559050005429,1.90291318838733,0.441575849695095,0.429857604401996,0.601663278353097,0.581035541563254,0.54482871914753,0.566226657428504,0.0452466035233216,0.0470047416548831,52.8744164517295,53.5916413651337,2.19350801303567,2.46346051747767,0.196810772078433,0.238620392681898,0.618793607611967,0.602945802076304,0.590189372150635,0.587298016580153
66,67,1959.07561,1984.42834,0.0405469412582403,0.0411045757128753,24.9808707764497,23.4609249227052,1.62292930759041,1.569461538732,0.571283768273596,0.589255338004735,0.579713797840806,0.571291322941731,0.558253841501654,0.5591727560498,0.0472732650642873,0.0457749618866158,56.6553837449614,52.6566680628231,1.90291318838733,1.81616233553507,0.429857604401996,0.522622382373455,0.581035541563254,0.573006807296302,0.566226657428504,0.54418890681285,0.0470047416548831,0.0435560342040382,53.5916413651337,39.6174767760392,2.46346051747767,2.09069804636152,0.238620392681898,0.233993477763274,0.602945802076304,0.596607281425761,0.587298016580153,0.600089102543051
67,68,1984.42834,1996.05661,0.0411045757128753,0.0412636050441426,23.4609249227052,27.6288511283658,1.569461538732,1.59214202589922,0.589255338004735,0.564295825463706,0.571291322941731,0.558928840140979,0.5591727560498,0.543353432249967,0.0457749618866158,0.0469531081966254,52.6566680628231,47.7100710615445,1.81616233553507,1.89240741200104,0.522622382373455,0.528994328833358,0.573006807296302,0.572745965758771,0.54418890681285,0.546509780641032,0.0435560342040382,0.0460328321325546,39.6174767760392,40.330878626881,2.09069804636152,2.27109288785999,0.233993477763274,0.262271033977183,0.596607281425761,0.588630444417013,0.600089102543051,0.595666621454021
68,57,1996.05661,2005,0.0412636050441426,0.0338533304571231,27.6288511283658,32.9927240785309,1.59214202589922,1.60569901886515,0.564295825463706,0.487291294725804,0.558928840140979,0.566091754003896,0.543353432249967,0.502358165258152,0.0469531081966254,0.0535510844930228,47.7100710615445,70.1435951247373,1.89240741200104,1.55036992081734,0.528994328833358,0.493646142873071,0.572745965758771,0.581224125381059,0.546509780641032,0.564254295055489,0.0460328321325546,0.0484953322568284,40.330878626881,65.1793019399083,2.27109288785999,2.07070353293473,0.262271033977183,0.35526143619002,0.588630444417013,0.596291402152359,0.595666621454021,0.588361520427723
68,69,1996.05661,1996.6214,0.0412636050441426,0.0409793353949365,27.6288511283658,27.9185657140003,1.59214202589922,1.61403051474958,0.564295825463706,0.584129988142877,0.558928840140979,0.559051543280671,0.543353432249967,0.543994126658565,0.0469531081966254,0.0474658023731339,47.7100710615445,47.6836169536102,1.89240741200104,1.88824647161339,0.528994328833358,0.530614559443817,0.572745965758771,0.57260596586566,0.546509780641032,0.54766129190977,0.0460328321325546,0.0464093369115365,40.330878626881,39.8568904652094,2.27109288785999,2.22889481671989,0.262271033977183,0.25799960244949,0.588630444417013,0.591192729925011,0.595666621454021,0.595647620150948
69,59,1996.6214,2005,0.0409793353949365,0.033461764520489,27.9185657140003,35.6618091518543,1.61403051474958,1.3777229472716,0.584129988142877,0.661664286368132,0.559051543280671,0.573762978984752,0.543994126658565,0.523217824735855,0.0474658023731339,0.0524230230317274,47.6836169536102,74.1071177150337,1.88824647161339,1.97094466448283,0.530614559443817,0.534021420941019,0.57260596586566,0.579107304527958,0.54766129190977,0.541124986599995,0.0464093369115365,0.0537929042545125,39.8568904652094,68.3929299093118,2.22889481671989,2.65970635405918,0.25799960244949,0.209202067748975,0.591192729925011,0.591744246997258,0.595647620150948,0.585118727113562
69,58,1996.6214,2005,0.0409793353949365,0.0296637779058521,27.9185657140003,9.87485771123657,1.61403051474958,1.51817935950722,0.584129988142877,0.606849431034771,0.559051543280671,0.530141402100454,0.543994126658565,0.435846959536089,0.0474658023731339,0.0337571722530417,47.6836169536102,24.8134650034006,1.88824647161339,1.99384706251697,0.530614559443817,0.57177455542645,0.57260596586566,0.550670286778173,0.54766129190977,0.475233873684579,0.0464093369115365,0.0319771910165783,39.8568904652094,40.2977226415705,2.22889481671989,1.58356742059816,0.25799960244949,0.331660223295385,0.591192729925011,0.554743047412814,0.595647620150948,0.48137543742459
67,56,1984.42834,1988,0.0411045757128753,0.0573622382682409,23.4609249227052,21.1626916101906,1.569461538732,2.32067279469032,0.589255338004735,0.818706832355302,0.571291322941731,0.566088316175861,0.5591727560498,0.509271807014375,0.0457749618866158,0.037449861548289,52.6566680628231,28.5197332254691,1.81616233553507,1.4883706707733,0.522622382373455,0.615942264180438,0.573006807296302,0.581604324880872,0.54418890681285,0.515008994789447,0.0435560342040382,0.0412720253316655,39.6174767760392,39.2703734366468,2.09069804636152,1.7707508726241,0.233993477763274,0.595955021137508,0.596607281425761,0.59747099265766,0.600089102543051,0.554151790719147
66,70,1959.07561,1965.04609,0.0405469412582403,0.0394845975852748,24.9808707764497,25.0498207091568,1.62292930759041,1.60066235340739,0.571283768273596,0.565474278423601,0.579713797840806,0.585480807999833,0.558253841501654,0.557254836120053,0.0472732650642873,0.0491046589712351,56.6553837449614,60.8816014048611,1.90291318838733,1.85928729844684,0.429857604401996,0.431396380510706,0.581035541563254,0.587346753440106,0.566226657428504,0.560987020994693,0.0470047416548831,0.0460652491874566,53.5916413651337,59.9161118772229,2.46346051747767,2.52172561799123,0.238620392681898,0.199294793248343,0.602945802076304,0.593267415007698,0.587298016580153,0.584286820721773
70,71,1965.04609,1982.23984,0.0394845975852748,0.0397671285897243,25.0498207091568,21.3382749138947,1.60066235340739,1.48128910349778,0.565474278423601,0.539279714980927,0.585480807999833,0.589715066858897,0.557254836120053,0.559079421956846,0.0491046589712351,0.0473173640766808,60.8816014048611,65.3732707777099,1.85928729844684,1.88748628515072,0.431396380510706,0.392233270744709,0.587346753440106,0.590887209727657,0.560987020994693,0.542649509867866,0.0460652491874566,0.051636478225296,59.9161118772229,61.2838655972273,2.52172561799123,2.52831982318323,0.199294793248343,0.243161175461329,0.593267415007698,0.587431336199201,0.584286820721773,0.588071895562878
71,41,1982.23984,2005,0.0397671285897243,0.03816842802396,21.3382749138947,45.8223507677495,1.48128910349778,1.72547424036211,0.539279714980927,0.546596820992681,0.589715066858897,0.532889921117731,0.559079421956846,0.441742783298837,0.0473173640766808,0.0483781653637776,65.3732707777099,70.5030144051346,1.88748628515072,1.61718437632874,0.392233270744709,0.369183275237996,0.590887209727657,0.591377402844741,0.542649509867866,0.485172253085095,0.051636478225296,0.0493969595128317,61.2838655972273,67.5251061761989,2.52831982318323,2.39891905134695,0.243161175461329,0.141663964836165,0.587431336199201,0.533509693961517,0.588071895562878,0.652690834905236
71,40,1982.23984,2005,0.0397671285897243,0.0282118073158446,21.3382749138947,4.44706731993508,1.48128910349778,1.5348913162162,0.539279714980927,0.995196028503929,0.589715066858897,0.638818635979681,0.559079421956846,0.649266758282596,0.0473173640766808,0.0421345026791399,65.3732707777099,52.8488110337477,1.88748628515072,1.35578576255072,0.392233270744709,0.781215453317852,0.590887209727657,0.580061188049599,0.542649509867866,0.559158998668426,0.051636478225296,0.0496554383705541,61.2838655972273,68.3961572727793,2.52831982318323,2.94649361928725,0.243161175461329,0.279717430995197,0.587431336199201,0.57289945079869,0.588071895562878,0.550106418255452
