time,median_value,95%HPD_lower_value,95%HPD_higher_value,80%HPD_lower_value,80%HPD_higher_value
1798.94477365,0.0346702761645218,0.0346702761645218,0.0346702761645218,0.0346702761645218,0.0346702761645218
1801.03578095,0.034699253088719,0.034699253088719,0.034699253088719,0.034699253088719,0.034699253088719
1803.12678825,0.0347282300129161,0.0347282300129161,0.0347282300129161,0.0347282300129161,0.0347282300129161
1805.21779555,0.0347572069371133,0.0347572069371133,0.0347572069371133,0.0347572069371133,0.0347572069371133
1807.30880285,0.0347861838613105,0.0347861838613105,0.0347861838613105,0.0347861838613105,0.0347861838613105
1809.39981015,0.0348151607855077,0.0348151607855077,0.0348151607855077,0.0348151607855077,0.0348151607855077
1811.49081745,0.0386286709576864,0.0350333643721039,0.0422239775432689,0.0356010443593012,0.0416562975560716
1813.58182475,0.0423667281723733,0.0352477953108256,0.0499515280804909,0.0363718373415963,0.0487539280949986
1815.67283205,0.0423202521390786,0.0352729995871482,0.0497874294028956,0.0363857236742951,0.0486084014138718
1817.76383935,0.042273776105784,0.0352982038634708,0.0496233307253003,0.0363996100069939,0.0484628747327451
1819.85484665,0.0422273000724893,0.0353234081397933,0.0494592320477049,0.0364134963396927,0.0483173480516183
1821.94585395,0.0421808240391946,0.0353486124161159,0.0492951333701096,0.0364273826723915,0.0481718213704915
1824.03686125,0.0399994931844833,0.0351132804164555,0.0485786646909395,0.0353991239011585,0.0458168146830654
1826.12786855,0.0399929915098426,0.0351378760484043,0.0484238520115784,0.0354105756563618,0.0457084319948757
1828.21887585,0.039779409973274,0.0351797753957671,0.0480911066638486,0.0354912422732217,0.0448883186332109
1830.30988315,0.0398277903958065,0.0352199222262306,0.0477645519816083,0.0355648988224841,0.0440929679335041
1832.40089045,0.0398596614042231,0.0352427653412799,0.0476159299677368,0.0355693405100898,0.0440093479072724
1834.49189775,0.040109841315335,0.0352949583364594,0.0471300146135962,0.0356911817182161,0.0425765545199647
1836.58290505,0.0401436243257306,0.0353574449794554,0.0470400433619177,0.036460195891038,0.0433197960964593
1838.67391235,0.0401806295501717,0.0354017516485877,0.0466527457467985,0.0366178611559951,0.0430657819393494
1840.76491965,0.0402542696999049,0.0354425532839211,0.0463813291099381,0.0370700513230411,0.0435837265489569
1842.85592695,0.0400154971630283,0.0354798498854558,0.0460504534078784,0.0369463537789371,0.0434364863526488
1844.94693425,0.0398961647673597,0.0355342287488249,0.0455262867194954,0.0362482499477935,0.0431213212145722
1847.03794155,0.0396903267771741,0.0355627627658627,0.0452281156447839,0.0359026384084248,0.0428171829679919
1849.12894885,0.0396281249350164,0.0356134151418533,0.0446530899415269,0.0362323569045149,0.0423848963770077
1851.21995615,0.0395816086900892,0.035639975188412,0.0465977700288307,0.0365512541098982,0.0428191189708764
1853.31096345,0.0398466919691587,0.0356748549123082,0.0464929805777053,0.0369214301888619,0.0430410107054573
1855.40197075,0.0397592428376237,0.0357021924752232,0.0464362168202097,0.0368600941129949,0.0426511809838082
1857.49297805,0.0396199035978775,0.035770380853539,0.0463167465291779,0.0368492858605212,0.0422696579782234
