time,median_value,95%HPD_lower_value,95%HPD_higher_value,80%HPD_lower_value,80%HPD_higher_value
1798.94477365,1.82409896813366,1.82409896813366,1.82409896813366,1.82409896813366,1.82409896813366
1801.03578095,1.82493410032388,1.82493410032388,1.82493410032388,1.82493410032388,1.82493410032388
1803.12678825,1.82576923251409,1.82576923251409,1.82576923251409,1.82576923251409,1.82576923251409
1805.21779555,1.82660436470431,1.82660436470431,1.82660436470431,1.82660436470431,1.82660436470431
1807.30880285,1.82743949689453,1.82743949689453,1.82743949689453,1.82743949689453,1.82743949689453
1809.39981015,1.82827462908474,1.82827462908474,1.82827462908474,1.82827462908474,1.82827462908474
1811.49081745,1.87384417754966,1.83134648208869,1.91634187301062,1.8380566445299,1.90963171056942
1813.58182475,1.82994489346518,1.73823962058912,1.91462252489329,1.75271940051692,1.90125237256254
1815.67283205,1.83078002565539,1.73882971652085,1.9151398975897,1.7533481863842,1.9018199178106
1817.76383935,1.83161515784561,1.73941981245259,1.91565727028611,1.75397697225149,1.90238746305867
1819.85484665,1.83245029003583,1.74000990838433,1.91617464298252,1.75460575811877,1.90295500830673
1821.94585395,1.83328542222604,1.74060000431606,1.91669201567893,1.75523454398606,1.90352255355479
1824.03686125,1.81611864200643,1.74033818461002,1.9106497435891,1.75245566730223,1.87785151965788
1826.12786855,1.8162074588174,1.74087214135301,1.91119220256133,1.75285989641454,1.87851941000925
1828.21887585,1.81372309360882,1.74219663325806,1.90956483745537,1.75642626617508,1.87050800404784
1830.30988315,1.79548941588102,1.74047559030264,1.9079541965333,1.74781049649373,1.86256349482196
1832.40089045,1.79434021791484,1.74101927686185,1.90851337968942,1.74825364487094,1.86329828190887
1834.49189775,1.79319101994867,1.74224237578556,1.92033120905359,1.75141444270609,1.90906765382797
1836.58290505,1.809963755981,1.74378124322912,1.9291501051465,1.75389313990554,1.92075754471469
1838.67391235,1.80902392157405,1.74496125436053,1.92744916222291,1.75497983097583,1.91644639884029
1840.76491965,1.80808408716709,1.67621958668413,1.96968772458381,1.74872486404054,1.92588707420263
1842.85592695,1.80155028717095,1.68326781704839,1.96510069702627,1.75175161096634,1.92437867987995
1844.94693425,1.77682992960289,1.69138239359285,1.9575769148982,1.74459716473702,1.91677612684045
1847.03794155,1.77760284177953,1.69517912371354,1.95380666157482,1.74762391166282,1.90977224310113
1849.12894885,1.77589105987639,1.62690857330516,1.94538912380376,1.72055334778674,1.89601115244763
1851.21995615,1.77462660727904,1.61256446057116,1.94062164023113,1.66689966870946,1.88453781279291
1853.31096345,1.77557768860766,1.61839198434523,1.93313537391628,1.66888409586158,1.86531447704929
1855.40197075,1.7731577257298,1.58102638912518,1.92811969347106,1.6509935835508,1.88140338439117
1857.49297805,1.77367533241227,1.56636799560088,1.92532583720998,1.65124477246942,1.88294286339864
1859.58398535,1.77529706199988,1.57508476728452,1.96271890251902,1.65377651766692,1.89010778831594
1861.67499265,1.78314365681444,1.58636433663493,1.95020896914473,1.66279858618208,1.87012466730445
1863.76599995,1.7875353543685,1.59890585888409,1.98330006809903,1.66332318839605,1.89623079591969
1865.85700725,1.78389268874217,1.58605777261893,1.99235636461346,1.66267697998025,1.89570815010565
1867.94801455,1.78820061575982,1.59950743592088,1.98482680328698,1.66744057657271,1.89170333241213
1870.03902185,1.79585285755413,1.61030371031872,1.99496284628612,1.67170061967518,1.90057554171882
1872.13002915,1.79335324609058,1.60660355661278,2.02820887399006,1.67864577989217,1.90449919643656
1874.22103645,1.79833753645453,1.61345188773108,2.01330226217097,1.68454608080877,1.90420197528562
1876.31204375,1.7883540231635,1.6148317701976,2.00338730747677,1.6846235249838,1.90684906088442
1878.40305105,1.7938108987471,1.62452206646872,1.99592467195024,1.69192907540595,1.89623032299048
1880.49405835,1.78614046789414,1.62216657594312,1.98444065717775,1.69070562155217,1.89369683918781
1882.58506565,1.78868367056249,1.62929870551908,1.97544183437531,1.68635340266641,1.88604787786038
1884.67607295,1.7869344559508,1.6322817776909,1.97267885197991,1.69002917726226,1.8849355955075
1886.76708025,1.78960442728966,1.63069915517145,1.96847221346208,1.69547412082599,1.88543186331551
1888.85808755,1.79446215143476,1.62261215114216,1.97749699101886,1.69604057966074,1.8923355508263
1890.94909485,1.79268272215512,1.62114868193728,1.96740581239567,1.69690369504573,1.8904034537829
1893.04010215,1.79358842662475,1.6237666636403,1.95550116251129,1.69700750402272,1.8923173989565
1895.13110945,1.79291448435146,1.62768877785336,1.9449866276784,1.70023857608503,1.88903930569666
1897.22211675,1.79461079117846,1.62715247077397,1.95195479065228,1.7021227660907,1.88665366560431
1899.31312405,1.79336155447559,1.62995776125413,1.95449632637592,1.70009110874988,1.88770673458475
1901.40413135,1.79469739444223,1.63341913144031,1.95349776493772,1.70028892939727,1.89284869798236
1903.49513865,1.79478367453957,1.63758014058282,1.94997771022974,1.70040914923313,1.89349609754342
1905.58614595,1.79591291787054,1.64021022864235,1.94842630489488,1.70303456205471,1.88965688516688
1907.67715325,1.79601849309579,1.63675542244423,1.94772235901942,1.70111979647083,1.89066473233987
1909.76816055,1.79638284799189,1.64182835422951,1.94266496048477,1.70274761688157,1.89086722316206
1911.85916785,1.79682093424931,1.64271611719996,1.93756139003108,1.70090237956894,1.88684025942009
1913.95017515,1.7964877489864,1.64748080530492,1.93619515297803,1.70243150799848,1.88443972910079
1916.04118245,1.79663046191827,1.64920399085445,1.93614728011357,1.70030091589847,1.88297737798566
1918.13218975,1.79734358522874,1.65417524102556,1.93682735776206,1.70317518504495,1.88143813858019
1920.22319705,1.79806205419484,1.65936183336272,1.93308449212018,1.70608246102421,1.88135923961132
1922.31420435,1.79802935410384,1.65950398153871,1.93236182217637,1.70790741644021,1.87745899668714
1924.40521165,1.79879717368027,1.65868929138882,1.93012219963203,1.71021663591335,1.8783043837367
1926.49621895,1.79821652737209,1.6592124907941,1.92387857918384,1.71518146580642,1.8763187929749
1928.58722625,1.7966007526213,1.66349817986659,1.92224520729329,1.71539814760761,1.87499956069548
1930.67823355,1.79643543409699,1.66435821327498,1.91722881661851,1.715377055992,1.87321223809436
1932.76924085,1.797749661727,1.66659636540114,1.91577839467472,1.71750895219768,1.875171435307
1934.86024815,1.79812181985835,1.67361178724244,1.9151453985189,1.72109867785036,1.8729433862381
1936.95125545,1.79842491823852,1.67526459963175,1.91636159320756,1.72181725397824,1.87310917210415
1939.04226275,1.79776612591488,1.67635021299783,1.91612708389253,1.72412424805162,1.87107478969331
1941.13327005,1.79873270164133,1.68191095683778,1.91492525504511,1.72457973112846,1.87006081110171
1943.22427735,1.79953609876457,1.68766072775355,1.91440415793072,1.72799245368377,1.87043317855032
1945.31528465,1.79947127466964,1.6873074982887,1.91678282270068,1.72715708356461,1.87125957331092
1947.40629195,1.80007727146567,1.69234516308813,1.91397918862957,1.7281081061555,1.87040660979119
1949.49729925,1.80104442614357,1.69227832845119,1.91967940710231,1.7283875476552,1.86875325272876
1951.58830655,1.80030886132961,1.69115319801665,1.91011239869921,1.73324985384303,1.86840969194542
1953.67931385,1.8016929550222,1.69142220637249,1.91077793408921,1.73350553720037,1.86919568521476
1955.77032115,1.80304608065705,1.69749359818392,1.91544325521892,1.7366582316273,1.86886341690217
1957.86132845,1.80253322243164,1.69535499159443,1.91492135967019,1.73800251945773,1.87087478631711
1959.95233575,1.80384116667124,1.70223801942844,1.91069185262955,1.74072508463603,1.87082273802356
1962.04334305,1.80489765774209,1.70461103118017,1.90928185129945,1.74342940696685,1.87112061111272
1964.13435035,1.80639257669043,1.71037553247814,1.91009799067102,1.74451349491071,1.87190685014239
1966.22535765,1.80848900462376,1.7132658513965,1.91220733279093,1.7494082523976,1.87472517381983
1968.31636495,1.81225791641321,1.71784354905387,1.90844781662911,1.7554216484969,1.87686446817615
1970.40737225,1.81423023282006,1.72833961182057,1.90924195092885,1.75568313376436,1.87672056827664
1972.49837955,1.80599016020025,1.70567960621499,1.9039412373086,1.74508478423617,1.86896907471653
1974.58938685,1.80833892761021,1.7105657583023,1.9029099793233,1.74829107588426,1.87042876740285
1976.68039415,1.81805520208889,1.73046915523553,1.90618965476469,1.76293644100939,1.87186159544244
1978.77140145,1.82587104954934,1.7513202308703,1.90934464233288,1.77580662546405,1.87840932536831
1980.86240875,1.83508009323057,1.76168011502743,1.91339229695666,1.78692623943906,1.88685543417594
1982.95341605,1.83980647227459,1.76291021745564,1.93418072615367,1.7899141616739,1.88915766987929
1985.04442335,1.8068972940031,1.69549297122395,1.90412076913271,1.74362378649725,1.86423345653006
1987.13543065,1.80286514782256,1.71504297863554,1.88166989468614,1.74979836245389,1.85400018400126
1989.22643795,1.80190857735515,1.72723595800611,1.87708110979897,1.75286406054458,1.84902697790808
1991.31744525,1.80561138681909,1.7219129808948,1.87989839880021,1.75525236079212,1.85338041990946
1993.40845255,1.86542931661247,1.78911270787523,1.96279997196185,1.81408275671378,1.92137379985623
1995.49945985,1.85483248356799,1.7770269054817,1.93774915192327,1.80059519747643,1.9071414031922
1997.59046715,1.8624855527131,1.78014489705183,1.9411624643291,1.80957791226402,1.91341537493109
1999.68147445,1.89217664797085,1.80395524790569,1.97750732610769,1.83499824223716,1.94484576651509
2001.77248175,1.92666939537166,1.85391202077012,1.9953849841933,1.88108309929454,1.97010060459214
2003.86348905,1.81240652740415,1.76319132545447,1.86296423032068,1.7811495580259,1.8439623171314
2005.95449635,1.8199524429103,1.78970887923718,1.85509118125418,1.80231188888592,1.83994736556245
