time,median_value,95%HPD_lower_value,95%HPD_higher_value,80%HPD_lower_value,80%HPD_higher_value
1798.94477365,0.0381091710698784,0.0381091710698784,0.0381091710698784,0.0381091710698784,0.0381091710698784
1801.03578095,0.0381917560797087,0.0381917560797087,0.0381917560797087,0.0381917560797087,0.0381917560797087
1803.12678825,0.038274341089539,0.038274341089539,0.038274341089539,0.038274341089539,0.038274341089539
1805.21779555,0.0383569260993693,0.0383569260993693,0.0383569260993693,0.0383569260993693,0.0383569260993693
1807.30880285,0.0384395111091996,0.0384395111091996,0.0384395111091996,0.0384395111091996,0.0384395111091996
1809.39981015,0.0385220961190299,0.0385220961190299,0.0385220961190299,0.0385220961190299,0.0385220961190299
1811.49081745,0.0407480173830614,0.0387118479415702,0.0427841868245527,0.0390333483797004,0.0424626863864224
1813.58182475,0.0411661601430251,0.0388112108389072,0.042758542822134,0.0391830449395574,0.0425071139780642
1815.67283205,0.0411652830099482,0.0388896227415921,0.0427119478250633,0.0392489375208063,0.0424677375910978
1817.76383935,0.0411644058768713,0.0389680346442771,0.0426653528279926,0.0393148301020551,0.0424283612041313
1819.85484665,0.0411635287437944,0.039046446546962,0.0426187578309219,0.039380722683304,0.0423889848171649
1821.94585395,0.0411626516107175,0.0391248584496469,0.0425721628338512,0.0394466152645528,0.0423496084301985
1824.03686125,0.0418795604561353,0.0392000216019567,0.0472799105266549,0.0394995128443008,0.0466880445641149
1826.12786855,0.0418546212893774,0.0392758960721293,0.0471661133811813,0.0395552556955005,0.0465990180960213
1828.21887585,0.0413259303657956,0.0393690524092618,0.0470161612618558,0.0396801260145398,0.0463653717325196
1830.30988315,0.0418996562114844,0.0394595245305313,0.0501185249494839,0.0397942594701268,0.0482046690242887
1832.40089045,0.0418866752231948,0.0395327147848409,0.049949942220662,0.0398392654578743,0.0480656954623958
1834.49189775,0.0420682873939131,0.0396324161254811,0.0612708050629375,0.0399903157909441,0.0518023117694667
1836.58290505,0.0419710046783141,0.0397386624696289,0.0597560947716323,0.0402890932607754,0.0495258706475703
1838.67391235,0.0420060835351384,0.0384452259353419,0.0586326698499493,0.0398474274934898,0.0491833937304845
1840.76491965,0.0417609945070265,0.0385828227354333,0.0575498453610931,0.0397662982777965,0.0485694583735522
1842.85592695,0.0417532478909053,0.0387117553504013,0.0565076213050638,0.0398366544900608,0.0481664442102173
1844.94693425,0.041745501274784,0.0376239402925583,0.0549061288903379,0.0398643909810318,0.047577753352545
1847.03794155,0.0415332833805319,0.037678906026853,0.0539654059163757,0.0396923694131841,0.0473523722731073
1849.12894885,0.0414331386137202,0.0372506273257443,0.0522263808371957,0.0383915331920864,0.0469927450914472
1851.21995615,0.0416808467406855,0.0373760736194693,0.0511278249823658,0.0387515853346413,0.0467176079849634
1853.31096345,0.0416889944545706,0.0367438208124434,0.0495715018509065,0.0384545090784865,0.0467196166569365
1855.40197075,0.0418623284280482,0.0369279326591407,0.0485601552709904,0.0389282236769727,0.0463950668145292
1857.49297805,0.0423046477353863,0.0371764173023151,0.0481150332193657,0.038977577574845,0.0461926288262994
1859.58398535,0.0422980224802761,0.0368607436551328,0.0477618279017173,0.0386761842019566,0.0461115526154966
1861.67499265,0.0419860587680571,0.036944874140572,0.0472595290629439,0.0386628117362809,0.045836410936492
1863.76599995,0.0421033382579335,0.0367487856443695,0.0479054789239504,0.0382633339872756,0.0459906060038778
1865.85700725,0.0420058872185872,0.0369408419347708,0.0475171739867943,0.0384406813367797,0.0456189554630611
1867.94801455,0.0419400050232706,0.0371329686998971,0.0470529538947563,0.0387138908718066,0.0455465276849009
1870.03902185,0.0419389036129161,0.0373015274123649,0.0466272902537998,0.0389711372675275,0.045325117352159
1872.13002915,0.0421455676980219,0.0363029587516279,0.0461295708804084,0.038349799413109,0.0452562879057477
1874.22103645,0.0421517555234165,0.0360823489927835,0.0460019121645153,0.0384646604157609,0.0451027960648344
1876.31204375,0.0420765959869844,0.0358867639130843,0.045949891281545,0.0383047001298221,0.0450289148850334
1878.40305105,0.042098697480755,0.0361102652009243,0.0465891028014895,0.0384388675010041,0.0450156178576151
1880.49405835,0.0421060892462409,0.0362546608734965,0.0462877309274227,0.0387596396101111,0.0449290456504868
1882.58506565,0.0420404113846984,0.0363026954735567,0.046413671092806,0.0388103398023726,0.0448949089900782
1884.67607295,0.0421258629790075,0.0362309822088305,0.0465440155026155,0.038729843358975,0.0448926881288081
1886.76708025,0.0422219977715037,0.0363250184437601,0.0473127089935838,0.0387121581758544,0.0450007802537515
1888.85808755,0.0421873259813782,0.0362938608312163,0.0473079626469159,0.0386690428278131,0.0449431738344425
1890.94909485,0.0421909705555096,0.0363781382812159,0.0475032750221473,0.0385998287565165,0.0449677820534962
1893.04010215,0.0422245151216282,0.0364575857927627,0.0476141841391824,0.0387387671272032,0.0449872412700747
1895.13110945,0.0422125882395986,0.0366012280072648,0.0472976889791502,0.0388203175312386,0.0450831227189277
