individual	host_leaf	stunting	chlorotic_area	av_streak_width	deviation_from_rectangle	yellowness	whitness
MSV-A-ZW-Chi-Zim3_2006	SC_leaf4	c(0.864172409,0.622478973,0.575752646,0.724002881,0.398922232,0.548429465,0.737215543,0.562228097,0.214578179,0.084644211,1.060872369,0.760899143,0.450030892,0.468789285,0.691474143,0.469670361,0.277785268,0.197683142,0.212206685,0.130673995,1.016042021,1.192524453,0.829292037,0.68577385,1.051016165,0.602590565,0.209607848)	c(73.4491885,79.781349,82.72305985,75.7871544,75.72378852,24.26060536,22.470078,70.8201198,80.3930326,68.11679014,78.14618332,83.04231842,59.21054434,78.96116994,79.18215613,70.46391259,71.13263985,42.34031755,68.27750303,50.65194798,75.95818261,76.04947869,81.69463876,82.66626977,44.781309,71.41435614)	c(0.037217131,0.025151572,0.042172284,0.047044673,0.045352689,0.042015191,0.031167204,0.0475566,0.042864378,0.049305108,0.055539159,0.049728873,0.057115041,0.050018799,0.043608391,0.057786684,0.053728361,0.037182865,0.043008485,0.053936855,0.045834967,0.049885491,0.062018704,0.035935346,0.050116017)	c(1.299426391,0.846348395,1.802583778,3.888892915,2.783011053,2.133923548,1.090918955,1.135860247,2.476179471,3.395126529,1.044801399,3.412654573,1.382786573,1.096883623,2.906154163,1.632067122,2.938253751,3.481393231,1.497671869,2.296741538,1.618283601,1.472232105,1.392119579,1.569020675,0.972620321,1.657387958,2.540875816,2.439292233)	c(0.504424472,0.456586128,0.511719978,0.512953966,0.506754712,0.484662604,0.49000998,0.502360445,0.506064633,0.559212949,0.54158489,0.53781995,0.543182635,0.543603374,0.539781423,0.53255849,0.522313662,0.529726317,0.509247695,0.523358191,0.550767518,0.52629805,0.530131483,0.544400192,0.541806779,0.547363565,0.495472276)	c(0.365491882,0.293098287,0.38227653,0.382611883,0.383877383,0.327532269,0.274644985,0.341717262,0.384095278,0.396512709,0.487065667,0.473211527,0.473248393,0.514059676,0.481078782,0.459756812,0.460801908,0.470117032,0.486906732,0.429765198,0.412392281,0.467213584,0.418804175,0.432957872,0.458838439,0.427034859,0.480325449,0.391865852)
MSV-A-ZW-Chi-Zim3_2006	SC_leaf5	c(0.103003903,1.13297351,0.943047411,0.814260716,0.656492243,0.633283681,0.656908748,0.556889795,0.376635858,0.784856648,0.480804216,0.74552786,1.026324715,0.486262496,0.937362304,0.977849859,0.677226863,0.510433218,0.256446317,0.900699543,0.326991494,0.667482956,0.856111375,1.067378916,0.508765548,1.324632173,0.115944313,0.659068671)	c(72.1610693,86.93363424,87.36673578,85.30127064,85.17730237,74.75915391,81.80288362,79.1592431,70.56516996,81.01459766,76.21763351,83.56816268,80.72789302,73.95776486,81.49255265,72.44255551,79.0572482,66.30783989,74.26225438,69.54319572,73.24089628,72.46229572,79.60767775,70.23106932,65.83724143)	c(0.038617924,0.109411432,0.08354252,0.057581382,0.096413433,0.104560205,0.068998935,0.086795151,0.07781207,0.071788078,0.064473566,0.056228148,0.088363139,0.068844077,0.020488959,0.054034055,0.067101107,0.04698666,0.050439797,0.038531865,0.051322826,0.046832252,0.062031288,0.055698605,0.052158291,0.030361745,0.037694085,0.041797298)	c(2.536477346,2.735840982,1.203154395,1.757377094,2.223418632,1.581207213,1.849617563,0.620152076,1.615656084,1.515456989,0.952053143,1.456854319,1.500427838,1.669884628,1.539472433,1.054346774,1.262927522,1.674156436,1.754863727,1.667339928,1.731077167,2.376814837,1.75651116,1.489533327,2.018270089)	c(0.516186962,0.541213307,0.530438705,0.522205463,0.53667145,0.530349901,0.523749022,0.529426787,0.526839387,0.543295677,0.556245036,0.547448688,0.543604199,0.549131542,0.548834327,0.542601884,0.545694514,0.534926781,0.53871629,0.525134466,0.526644082,0.517073262,0.532003512,0.528758773,0.53813877,0.538720334,0.50920944,0.529966865)	c(0.416465257,0.4217443,0.386827734,0.409088143,0.426419016,0.396126627,0.372222064,0.393445876,0.440589505,0.441899439,0.511360877,0.464595668,0.44068693,0.503156812,0.530826289,0.46716508,0.454740487,0.4776424,0.492435901,0.418240504,0.460205732,0.416312998,0.419036946,0.410432887,0.471059601,0.444342613,0.391270819,0.423662409)
MSV-A-ZW-Chi-Zim3_2006	SC_leaf6	c(0.725969867,1.032585116,0.743561226,1.064180974,0.897313271,0.939407255,0.694125553,0.457585291,0.381326908,0.590898946,0.471561843,0.403005144,0.512512427,0.800647296,0.578797205,0.584783313,0.3628142,0.654351699,0.774666478,0.787961622,0.859872687,0.508131902,0.836281481,0.67448257,0.684522804,0.247687981,0.310767103)	c(73.92712707,74.27881554,80.05639206,80.07426442,75.93963947,78.14180586,80.35276588,78.4635783,73.43953136,86.1218684,75.78215253,74.43933871,66.61657532,78.00621563,78.91252831,55.30906012,77.35288836,81.91659752,81.53678253,67.27507361,52.07152322,58.78858294,40.47194919,56.69833286,48.03762606,75.15492913,75.60506085)	c(0.0619,0.0516063,0.0557,0.0558,0.0535,0.0664,0.072,0.0545,0.0432,0.082483853,0.058466466,0.072469773,0.043351571,0.062291764,0.062142722,0.031428234,0.05683735,0.06314087,0.059131708,0.048823151,0.026574577,0.036170404,0.034315615,0.040328413,0.052248139,0.039029483,0.063081817,0.052721972)	c(1.604115521,1.608655199,1.117387319,1.359729905,1.585235814,1.588360013,1.616998123,2.127345979,1.588321383,0.976301896,1.383095064,1.447363463,1.452284485,1.722872965,1.212487064,2.118249984,1.16490322,1.583864871,1.416420246,0.84942666,1.457371686,0.914305364,1.674611434,1.805393594)	c(0.527022434,0.522600939,0.51984794,0.519388872,0.519810618,0.524554746,0.532950449,0.519868134,0.521731279,0.540083982,0.559847163,0.557224508,0.53912384,0.548840112,0.547220437,0.538277277,0.543504492,0.548216587,0.548562305,0.5491532,0.548221336,0.539952966,0.54269928,0.54768438,0.548128073,0.543833352,0.542354327,0.546227633)	c(0.410882623,0.389093685,0.379319188,0.376540924,0.368517006,0.373941671,0.408290943,0.376354582,0.368829442,0.43083673,0.499795927,0.50802896,0.473969668,0.480229229,0.4606113,0.422779459,0.458970021,0.506186548,0.452907183,0.482815398,0.471060206,0.442642073,0.448151288,0.468948324,0.475229512,0.443481099,0.448049141,0.50458251)
MSV-A-ZW-Chi-Zim3_2006	GB_leaf4	c(0.534524751,0.377150593,0.666871804,0.277220389,0.207651145,0.214799019,0.103360929,0.191643217,0.17216001,0.531682455,0.375099653,0.328728845,0.13999264,0.306149387,0.167158152,0.249687985,0.266887419,0.126311379,0.153591986,0.068469101)	c(75.31305052,55.41861656,75.75859858,65.65303707,60.80038573,77.37861697,65.04874507,60.43475583,52.45939752,64.55560485,41.61858032,62.74486464,58.19977492,49.54893384,60.8087837,55.41649178,70.42865171,68.74507651,54.90769696,55.25966484,79.4733414)	c(0.061992452,0.038101023,0.052229578,0.059881643,0.058391984,0.075937074,0.052037429,0.035331062,0.045952549,0.039489303,0.034712671,0.053471967,0.041381052,0.02620241,0.03488145,0.033957813,0.065736263,0.047005387,0.031460366,0.034966063,0.050573583)	c(1.110315985,0.947943147,2.011919007,1.026908286,3.097419097,8.57389752,3.388571831,2.011290249,7.337205483,1.377510804,1.405758134,2.251037022,4.566443242,1.330716323,4.429635802,1.780793065,2.619039664,2.703151341,2.192458429,5.071892312)	c(0.646858423,0.635128458,0.641087597,0.655093024,0.628162997,0.642360056,0.629907022,0.62478239,0.654413761,0.622669082,0.649360611,0.658600097,0.648383532,0.60180867,0.648608085,0.642059406,0.648521814,0.627337002,0.620085761,0.632680033,0.63996838)	c(0.667856591,0.666217492,0.651542551,0.698503628,0.693101059,0.676660888,0.71468772,0.703464172,0.662054882,0.684294149,0.593575735,0.649820469,0.606893175,0.611184494,0.703492176,0.646352529,0.706148058,0.677363352,0.651290679,0.669133567,0.669668259)
MSV-A-ZW-Chi-Zim3_2006	GB_leaf5	c(0.363829695,0.307984134,0.076431927,0.349346582,0.395468386,0.566844473,0.343170964,0.232436497,0.321010638,0.346138053,0.154837822,0.441965527,0.318316138,0.180966454,0.152586121,0.58741927,0.123971939,0.350849297,0.170709376,0.240916329)	c(78.43655003,68.62999515,72.20491154,74.53377395,69.62346524,33.90997672,57.21966383,44.14944248,73.40463502,65.74631039,64.48674441,49.693481,49.30968968,56.66830051,44.10093804,61.7733057,81.32886692,69.05733231,62.132735,33.54475926)	c(0.060771008,0.053144689,0.042621086,0.054463906,0.060284074,0.028004833,0.06630083,0.036222336,0.060916027,0.070604602,0.045563711,0.053253015,0.03652855,0.053000309,0.028292207,0.055503224,0.05119231,0.06298612,0.046578573,0.043480366)	c(1.377143624,2.029358709,2.23079203,0.759212314,1.448695464,2.715137497,2.950136526,2.176362806,1.533175104,1.060822219,0.837717716,2.147685692,1.603309656,1.557576254,1.313314516,1.169607454,1.436756555,3.230578368)	c(0.637438727,0.64130668,0.621390122,0.648299342,0.623695654,0.621368621,0.635801071,0.622163088,0.629495489,0.629731487,0.619748891,0.670678824,0.657226663,0.66345633,0.63868584,0.651989833,0.643324026,0.666657443,0.638313121,0.680752214)	c(0.603626416,0.623888587,0.66688246,0.658055744,0.574874186,0.587884127,0.686589307,0.604165704,0.579369212,0.690743977,0.636739045,0.672828693,0.652029065,0.669721641,0.675117659,0.63553528,0.695772765,0.648550585,0.600354835,0.681239639)
MSV-A-ZW-Chi-Zim3_2006	GB_leaf6	c(0.394062133,0.434209928,0.384476264,0.431095913,0.15627893,0.299213578,0.36225594,0.676356085,0.483836307,0.492839223,0.225846612,0.183573911,0.117636912,0.087554694)	c(56.86858598,73.37814964,76.01989509,76.86707659,72.50924977,67.72330939,77.78149606,67.33950468,49.73065387,64.52786781,69.11527896,64.4777221,62.78301458,59.6473367)	c(0.039057311,0.060240108,0.064265168,0.058026225,0.055926749,0.051173193,0.048793764,0.047481405,0.06142948,0.046989063,0.061336123,0.040254349,0.035956991,0.061863294)	c(2.317314963,2.114346646,1.003124589,2.486554989,1.495026376,1.11775894,1.147238749,1.411484045,2.603182149,1.181277261,1.36432934,2.607859192,1.837786952)	c(0.642845181,0.649864099,0.649748525,0.648377377,0.653467556,0.652875126,0.645638608,0.647833647,0.651767507,0.641247588,0.632267896,0.650891716,0.642753496)	c(0.56694403,0.65551885,0.706669081,0.602124236,0.677044382,0.606322753,0.582135192,0.61410383,0.611856851,0.568111056,0.582948849,0.646117956,0.66619362,0.645101832)
MSV-A-ZW-Chi-Zim3_2006	Pan77_leaf4	c(0.563462214,0.498754918,0.370514348,0.549453359,0.700845404,0.445912612,0.269508807,0.393291498,0.350017183,0.206378216,0.542454604,0.965859457,1.168634207,0.313093439,0.694098783,1.286018847,0.801967898,0.781843638,0.47106263,0.258250977,0.89096361,0.622410187,0.571932729,0.351566704)	c(48.30696139,29.40674786,46.39817536,26.26808976,29.63316636,13.33469004,59.61404912,48.18729811,47.05739378,30.3479169,57.10760738,47.40030199,41.66239395,62.68866903,42.30556234,22.87212994,57.06942868,47.44847038,37.66625054,26.33342091,41.49002335,44.96883914,43.08086251,37.69843185)	c(0.035000408,0.034996105,0.034494744,0.034655296,0.029883322,0.027023918,0.05230614,0.039224267,0.046784424,0.03262653,0.044061464,0.044663884,0.034897545,0.052305191,0.042527775,0.032486601,0.043799271,0.034696103,0.036905715,0.04524354,0.041107958,0.04058209,0.032969902)	c(2.503655716,1.624592114,2.481374736,1.352678476,1.492525599,1.004263483,1.916378196,1.256014628,1.209209038,1.387932542,1.196649,1.396589891,2.263174444,1.677731936,1.237190391,1.602486848,2.891020187,2.559043419,1.201879968,0.759434821,1.680794908,1.052530406,2.409050963,2.299056373)	c(0.64116435,0.639022894,0.636823923,0.64540542,0.648033879,0.64506612,0.637572978,0.646456456,0.63754102,0.63494622,0.638734716,0.629349602,0.622763009,0.639552479,0.631920468,0.624617476,0.645106817,0.647609657,0.61828549,0.628812405,0.641495705,0.63599196,0.630114767,0.620160634)	c(0.621802626,0.623417598,0.597990634,0.65250168,0.618670271,0.634872934,0.627034431,0.657399802,0.588246952,0.635111587,0.587014764,0.632489804,0.612547347,0.66178577,0.632105146,0.614328148,0.617697374,0.648761675,0.588102405,0.631357767,0.614456507,0.65611202,0.61448312,0.5896596)
MSV-A-ZW-Chi-Zim3_2006	Pan77_leaf5	c(0.550102747,0.423890582,0.592707771,0.457039796,0.22108456,0.466113962,0.336422095,0.307488932,0.387495142,0.256393435,0.537103828)	c(11.93121067,16.77700219,16.99063693,35.20807136,47.65434606,11.20957876,8.394725603,14.33181473,42.24302747,60.39156627,30.81824993,35.72130259,39.71755661,25.03870046)	c(0.026009515,0.023391841,0.024832935,0.036329493,0.033722728,0.025089856,0.020086967,0.029288413,0.027514258,0.041246066,0.03580841,0.036171111,0.037538304,0.034461707)	c(1.585521829,1.416198279,1.747182218,1.831538137,1.655003894,1.824774126,1.680921619,2.131337808,1.856866815,1.70325846)	c(0.661080215,0.653049992,0.650242377,0.671689274,0.65273592,0.654569912,0.644302503,0.642486124,0.646685817,0.641733142,0.657656038,0.65112649,0.648877255,0.660945175)	c(0.66004684,0.612568216,0.646077776,0.699838293,0.660479953,0.593672538,0.695229693,0.628845671,0.637371128,0.605457893,0.648980255,0.654498312,0.705638269,0.671502345)
MSV-A-ZW-Chi-Zim3_2006	Pan77_leaf6	c(1.100159921,1.026046157,1.118449769,0.931088598,1.100572137,1.037404503,0.802006716,1.330216821,0.603818553,0.350591436,0.62825833,0.39632661,0.486631168,0.461169584,0.521892816,0.388082481,0.419131495,1.105253445,0.76882231,1.425511696,1.255058371,1.138621738,1.061916942,1.157551004,0.963639647,1.139048366,1.073672378,0.830045036,1.376721475)	c(21.34740855,7.373022354,12.29148305,15.46457239,37.90823596,21.67864485,49.87792955,27.39530387,23.53678705,34.50135128,43.6314844,40.25735079,52.45862523,49.47830641,32.30069594,16.04791996,32.02757062,52.95603904,44.23617,17.81065837,25.04181187,31.92662643,22.19941746,24.80009615,15.4669785,39.57008509,36.88950124,49.91647811,47.36950246)	c(0.0336,0.0229,0.024070862,0.026163143,0.0322,0.0302,0.0426,0.0307,0.029733231,0.029295591,0.031377355,0.034495327,0.037052589,0.035677604,0.03110491,0.023956467,0.037983318,0.043139243,0.03493856,0.031340781,0.034691529,0.026600595,0.025243921,0.027381121,0.032889274,0.044072611,0.033219418)	c(1.606935779,0.801388691,1.022771187,1.193672334,0.901014679,1.94705171,1.844220626,3.072500279,1.298561725,0.937544508,1.035123677,3.110043443,1.014952529,1.410292132,2.064157282,1.898235112,1.572797827,1.173614594,1.715405199,0.799789209,1.606935779,0.801388691,1.022771187,1.193672334,0.901014679,1.94705171,1.844220626)	c(0.637948823,0.6519501,0.652240163,0.634911105,0.639639624,0.643519205,0.635497226,0.656984203,0.622231621,0.643103977,0.645421309,0.634155616,0.616490713,0.627840572,0.630846,0.633871212,0.634817366,0.672465364,0.676540667,0.673693572,0.635059366,0.649995654,0.652277214,0.634863946,0.637379776,0.641420267,0.635486067,0.648395042)	c(0.636395188,0.683699538,0.629510096,0.609971185,0.56149082,0.6246949,0.632388297,0.666065548,0.58085238,0.629048941,0.633203443,0.60180884,0.580311588,0.571509391,0.597486616,0.562202358,0.630987485,0.687689367,0.613829276,0.64130756,0.596911003,0.609907367,0.560671893,0.594194423,0.632298531,0.631641949)
MSV-VW_1989	SC_leaf4	c(0.166403537,0.428365364,0.390260472,0.366253007,0.820068908,0.478812597,0.533486221,0.391742546,0.652924335,0.752017619,0.760367579,0.363678879,0.519885182,0.623289954,0.374074668,0.349843828,0.089559084,0.45853159,0.643424141,0.972267666,0.644189004,0.311473606,0.201273892,0.899383754,0.357393127,0.656898411,0.34927686,0.163755975,1.079802528,1.040098943,1.023990175,0.547336934,0.266337646,0.314651499,0.204509739,0.571640078,0.193698495,0.452388516,0.311049228,0.488362486,0.175341535,0.279816254,0.26238977,0.585371244,0.256315092,0.277946441,0.355419636,0.209024762,0.234236228,0.273958687,0.283077351,0.276798854)	c(3.93328643,9.096195079,7.131628457,10.47852309,6.104457607,3.107158461,5.32223869,7.664319461,6.823278975,4.166018378,8.323074627,0.686353843,5.451247042,2.316387073,4.371439675,8.14642897,7.264737321,4.896267485,3.577917798,4.355269326,5.423561981,5.151727209,4.373080255,6.689315426,4.830232197,3.599244677,2.863821,2.451537959,6.744465278,6.424977785,4.864528883,5.147785712,2.210007367,3.479595573,8.098622064,2.825274776,0.491810779,2.489715965,6.269141465,1.820920168,3.790853813,8.085242912,1.345817596,1.993154474,5.208034433,1.204263542,1.28245893,2.67662915,3.970564451,3.809792136,5.495349842)	c(0.037669949,0.049181338,0.061501677,0.082008039,0.054133473,0.055739365,0.052322957,0.044820266,0.062183024,0.066773553,0.054443181,0.06580837,0.016423182,0.044739802,0.021736578,0.052715564,0.056153595,0.034648186,0.048346236,0.046372476,0.050198797,0.045383489,0.040936076,0.041328433,0.04753494,0.035204732,0.032462624,0.019700589,0.022727387,0.027824233,0.051286628,0.069998305,0.053592022,0.045636069,0.041568242,0.051582233,0.032445064,0.049531656,0.034645136,0.017037326,0.037024946,0.037226479,0.028727295,0.053889892,0.036685141,0.029919085,0.02373825,0.021801496,0.032147394,0.030019352,0.018776489,0.023555169,0.041311481,0.031093329,0.030732084)	c(1.040885698,1.008086338,0.914492782,1.271717613,2.133084961,1.433177556,1.884119713,1.669501926,0.86510341,1.555086487,2.427913007,1.291252597,1.247712509,1.788631603,1.447123563,1.276116363,1.522127236,1.021354764,1.350997133,2.27805908,1.230856603,1.024216392,0.643595688,1.677953329,0.776352258,0.995169524,0.730393089,0.914695227,1.019980628,2.109812974,0.792069056,1.517868395,1.563710569,1.398882923,1.302881026,1.002230032,1.547346226,1.110389581,1.583715071,0.972381985,3.005579331,1.904868873,1.152317999,1.498647126,1.197421426,2.547693914,1.96947784,1.159764965,1.571773686,1.445043531)	c(0.557205627,0.602959332,0.579614397,0.589691109,0.571401002,0.593054277,0.642878995,0.627359405,0.566775187,0.616402966,0.601337073,0.584324418,0.573395722,0.580073414,0.593135008,0.606589233,0.59639604,0.597699061,0.633338288,0.553001709,0.559255324,0.568445221,0.564977716,0.565709375,0.566494582,0.573335854,0.558891891,0.57443419,0.567518985,0.551332493,0.564534374,0.617061099,0.592147845,0.557217499,0.573389225,0.599897053,0.543441592,0.593909481,0.604014939,0.631310507,0.54499468,0.655124625,0.571990323,0.590497881,0.560570271,0.5785616,0.615001801,0.602914817,0.561200838,0.575770985,0.556253444,0.572482505,0.634339417,0.576472199,0.57153769)	c(0.46486362,0.565048634,0.493557665,0.58418355,0.494931621,0.548017019,0.60660355,0.59484682,0.516056295,0.587303252,0.590838134,0.536437368,0.565560012,0.524087008,0.610426377,0.533266443,0.565081386,0.523109473,0.550407723,0.493774029,0.512614777,0.500063017,0.500293948,0.500421114,0.499299563,0.496338309,0.50274891,0.50995515,0.516032751,0.495833762,0.478921611,0.522891634,0.610926252,0.580168177,0.594278804,0.54858723,0.429326071,0.544633566,0.557052634,0.595858594,0.542836297,0.62441647,0.500209548,0.637148412,0.583358743,0.496223129,0.544404311,0.578272569,0.578513568,0.491746941,0.57150841,0.496319343,0.507511952,0.536398174,0.508521974,0.509776887)
