individual	host_leaf	stunting	chlorotic_area	av_streak_width	deviation_from_rectangle	yellowness	whitness
MSV-A-MZ-Pem2-Moz37_2007	Pan77_leaf4	c(1.69564019796502,0.804172683802057,1.67143082327253,0.500124285324362,0.483229492918998,1.20981510923213,1.44885211000322,0.177634971023266,0.28957074014994,0.252864380291625,-0.686919849138136,-0.498642123606967,-1.00400667493718,0.907943052092759,1.22026153647916,1.0020093680838,-0.138925449118111,0.949419275997749,-0.0815650179653806,-0.863310611067285,0.0890609283727267,0.379202790174241,0.948399253429037,-0.0665930922637742,0.357605845430236,-0.918555121589462)	c(-0.243275746002484,0.145747812717981,-0.495360409121385,-0.130540299578006,0.147787139234702,-0.355037155871245,-0.684272257873317,0.145449911211232,-0.214599398368581,0.178900373451997,-1.76196392955074,0.39341667194059,-0.538984180211516,0.58448094760812,0.0663567815373886,0.433105193204239,0.1881819338508,-1.87942041220241,-0.482381959714777,0.727789058306119,0.392453379046856,0.714004652888682,0.27943388848056,1.00985583751276,0.609034650856769,0.071728945488099)	c(-0.65139981005309,-0.200417053890268,-1.36253090451993,-0.285057450289322,0.0624993862031579,-0.240492005631784,-0.999278905529209,-0.985911436755865,0.191444159197321,-0.100482308473662,-1.92337618391017,-0.564210053603026,-1.48646494889671,-0.396840375379111,-0.134248988411211,0.28817399119341,0.264592853141779,-0.642250074865756,-1.15472932002058,0.794065348931172,-0.202728943252218,-0.130575461416869,0.528639180201181,0.686735061590242,-0.240851385239352,-0.185160531634255)	c(0.341466763464484,-0.638563706485353,-0.677277585184653,0.417478695252547,-0.0706999960537436,-0.763773959721599,-0.149284965757419,0.475196846324053,-0.480021247322417,-0.488364814932267,-0.167874896558033,0.342449880012775,1.10504305022429,0.0293751158487052,-0.737501620066846,-0.842578685357326,-0.618321103188315,-0.402309479731643,0.901235970605085,0.139523553874366,0.380230521322186,-0.446799679167574,-0.562003312841574,-0.525785884250329,-0.394211632322004,1.10144304715036)	c(0.80156225325785,0.942440615909934,1.0274459052264,0.839011066251893,1.04326713067826,0.820852490087329,0.757514740490263,0.809552519813528,0.702742205104224,0.714241753895532,0.581263997646332,0.44718907185246,0.758205306301868,1.03814905986604,0.77144652750708,0.64081480492289,0.610388676751633,0.728294666823247,0.795370146581843,0.67718406723781,1.21743466446163,0.851720456107346,0.59150593503449)	c(0.0484482805346617,1.27393708464152,0.377181629767514,0.555696173314328,1.0305489429793,0.739013167009192,0.267721859898569,0.354810548752549,0.0690329838323909,0.582909165493125,0.257209526357955,0.373889086837304,0.662631743184855,0.442317142682216,0.158133120816561,0.128535152158562,0.749411983981978,0.578681293479893,0.496703711108011,0.0111900643020176,0.509937354910568,1.29787586801644,1.06078823177561,0.839478796223175,0.547844807961199)
MSV-A-MZ-Pem2-Moz37_2007	Pan77_leaf5	c(1.33444584055309,0.925947698352708,1.18454942332601,1.17604311009195,1.36119092808215,0.0114755620042238,0.8178654820844,0.599061107072717,-0.0660945506872658,0.100743035318299,0.312721554433514,0.014700265424424,-0.931243171489552,0.550811290117925,-1.06145692947962,-0.116801801841332,-0.366287723697278,0.523625618688788,1.04771533255593,0.271392386644996,-0.354922372317204,0.950102336736712,0.58507958459167,-0.395060492312943)	c(-1.79437450403331,0.274466638931861,-0.444731340856819,-0.764035756800289,-0.545599235428489,-0.609637478659565,-0.513017013491941,-0.161766673923103,-0.0603488062097126,-1.13394140686767,0.419459472047017,0.270202269784065,-0.252638568929748,0.231035851300036,-0.3716158336527,0.251398309745675,0.663395093758964,0.0639606805424224,-1.20785735635138,0.281507419443289,0.841316925983271,-0.386111800847245,0.00795701076336574,0.516583897992264)	c(-1.4737764387339,0.121466300263891,-0.637825903210723,-1.44009536377131,-1.25844561091217,-1.77883270155956,-1.05613151391509,-0.867828809975662,0.517205242443954,-0.188961860228407,0.424368953095213,0.270738792372282,-0.610361002499912,-0.311161849406306,-1.24731717179968,-0.267024949526848,0.503303408179892,0.13353194349975,-1.21674265482843,-0.211806792490243,0.452397685045193,-0.319793681109056,-0.811122013861222,0.461681399775946)	c(-1.88093731193547,0.751653304145912,0.35725406253429,-0.482326624352574,-0.0931975559856644,-1.69641241111029,-0.180263803498878,-0.678025964687806,-0.245928518252727,0.504474384415662,0.154013101186246,-0.88208600337137,-0.162034481174285,-0.00659959238857761,-0.0792480944785894,-1.39493771949504,-1.49116766728222,-0.392276560416657,-2.27722858796019,-0.970654409554509,-0.696804547910096)	c(1.49335012477916,1.13878698109032,1.44104236187226,0.957071399563954,1.14111558951152,0.664929263662194,1.11882689342949,0.951945355472212,0.505686552724054,0.258125385001425,0.767699273370901,0.876464004494266,0.491482590662495,0.88986495640701,0.559908824473712,1.09271307817326,0.712658114660537,0.999329235565498,1.37744369335624,0.694620453919452,0.917778657001739,0.98448392326615,0.84540152016369,0.999726450165078)	c(1.3761013149999,0.986754142505021,1.50402510733639,0.37978911667737,0.368504121078981,0.0261719448545196,1.00577792018629,0.87562238804805,0.460197614748375,0.182364756145544,0.865199032724138,0.93501262607011,0.12740710066199,0.71533735732005,0.371826356734984,0.851950034214564,0.436713653316064,0.3993125775276,1.32157841275819,0.207346797063919,0.491762649030124,0.754986529719233,0.338224712989766,0.381523031039414)
MSV-A-MZ-Pem2-Moz37_2007	Pan77_leaf6	c(0.808215545888591,0.86600195555908,1.18998612952276,0.170204654754874,1.05111606371132,0.645751558123386,0.710287713090508,0.969456358903914,0.990488998785471,1.06578565814393,-0.0659300355255821,1.08653676599203,1.28043389556939,0.926310257611997,0.376654967954721,1.07019481209644,1.22260592471135,1.41780072950808,0.34268619342066,0.259143878346505,0.881024955039103,0.419751718132648,1.03196997461027)	c(-1.50291521295948,-0.330830227064238,-0.78166782476005,-1.24095868339253,-1.74455678545207,-0.933520156939805,-1.33490664245227,-0.614852436790588,-0.709719618515578,0.229746390062803,0.144055879565921,-0.248595076840815,-0.189401583309237,-0.990182248985818,-0.336579770059856,0.813265062242602,0.0391348866028635,-0.645858159277131,-0.615244094306904,0.00699352320195886,-0.803938262114571,-0.895981178963896,0.381059750166295,-0.957697514702333)	c(-0.702756793202863,-1.16049890913892,-1.19629965214784,-1.09742404053998,-1.66773126466029,-1.02257994766004,-1.15730302034995,0.347664726150311,-1.13256077450573,-0.405766784479907,0.255763277527969,-0.394365112418693,0.111956795702537,-0.0729553847092931,0.119730946685573,0.474760095822086,-0.671836073695736,0.28841744969773,-0.0950570480965117,-0.692438189611422,0.145927222744912,-0.0776691470485625,-0.499182216336074)	c(-0.0144082462563683,-1.36352431220469,-1.90675537361919,-0.581903460538106,-0.558684536069128,-0.746621178021791,-0.739616820730458,-1.36413445705158,-0.378579226995574,-0.768397209950207,-0.397821524622675,-0.260046808568229,-2.50515969482556,0.955384421374394,0.540558124299401,-1.67605369673542,-1.30947612484466,0.92539694529297,1.22706914873332,-0.259391326289899,-0.851023250586067,-0.530468815101743)	c(2.30578335554051,1.66493972843226,1.88459348694503,2.00820225158628,1.68681373993741,1.77364300218806,1.97951797402883,0.259596941128342,0.662691214084056,0.568753778306686,0.61500936292147,0.563647972728236,0.465446516612896,0.736756860630563,0.351132807899911,0.315925335624524,0.544807202765338,0.576009479868187,0.404990063359346,0.297816718014658,0.406099629347976,0.505296608276518,0.0898093546962541,0.488824970960431)	c(0.580841415746783,1.26999022863439,1.46927166967666,1.28056701924865,1.23941413023289,1.58858154848898,0.197260865581324,0.440607371023431,0.926675716061874,0.40301363819464,0.252803350262459,0.320194557976485,0.90914207813473,0.29621100540123,0.423384836676515,0.370886438686826,0.325370272219095,0.335052756696567,0.656820059894689,0.492938638412638,0.65397400512005,0.158322583441971,0.798019042244232)
MSV-A-MZ-Map1-Moz16_2007	SC_leaf4	c(0.861300103800394,0.0342911328586679,-1.69580844158457,-0.0667194094887168,0.11594320867906,-0.539329349376965,-2.50257259339297)	c(-2.06191426880477,-0.634311979692511,-0.112699073904944,0.540547785142727,0.179334813807625,0.866279495707029,-2.29011672877251)	c(-0.499133327793247,-0.540902654519155,-1.41878294382698,0.442036399533733,0.199983130363175,0.00696112935092039,-1.62512062495034)	c(-1.46542253927025,-0.768694774930587,-1.79725870725298,-0.343109130756342,-1.12979863510934,-0.842261432416447)	c(-0.364744668185493,0.122246252825973,-0.0976398141382038,0.173340954153328,0.316485661980985,0.248371615331325)	c(-0.102805741707551,0.0442571915885003,0.172691666387667,0.0662662500134334,0.0495714090320958)
MSV-A-MZ-Map1-Moz16_2007	SC_leaf5	c(-0.295416057648998,-0.765399647487873,-1.79350546144119,-0.421187683632859,-0.213908046388929,-1.44912503990707)	c(0.0518870219093475,-0.186900793056977,0.0882053938983448,0.26163752355081,0.105534547496051,0.112462088337944)	c(-0.744546454796627,-0.836133039629441,-0.908527999698946,-1.02547901310413,-0.895445791394216)	c(-1.41497119993785,-0.784577198594052,-1.16306049810959,-0.844991674724623,-0.810899830059672,-2.17321876082839,-0.80306623880622)	c(0.380105978917665,0.290637494876138,0.897496289486641,0.959279976809124,0.25904857677662,0.588851259158062,0.680482309385574)	c(0.334336001507854,0.529232809681048,0.321110891232882,0.473787068680074,0.439098565560815)
MSV-A-MZ-Map1-Moz16_2007	SC_leaf6	c(-0.185673410580853,-0.388573065702902,-1.75236325122455,-1.17239646047693,-0.829823372942075,-0.52006515494689,-0.63967633107832)	c(0.304042714463859,-0.140898085903301,-0.625780327676656,-1.0368564598777,0.0297419155385082,-0.346884198461032,-0.330397521452743)	c(0.301537681301524,-0.728987563670694,-1.44626800888876,1.22948003648871,0.0527128323337135,1.36338814935672)	c(-0.237140845082235,0.332914209140029,-1.45792014709647,-0.375955102822284,-1.09176514058886,2.24927774484662)	c(-0.410159968776227,0.176474619912872,-0.131092880614194,-0.266418810050124,-0.0294582370955312,-0.551408598855853,0.532711601814501)	c(0.0336657745884389,-0.121253427524164,-0.4525326966036,-0.366665551605942,-0.399607952291223,-0.629283615476376,0.108095775245668)
MSV-A-MZ-Map1-Moz16_2007	GB_leaf4	c(-0.222065918879891,1.019199708259,-0.16769330654614,0.0376606052690033)	c(0.850102757447746,-1.33428155591603,0.505525187045655,-0.180744936879202)	c(0.191206102581142,-1.56490219558783,0.581552504998369,-1.47007038281068)	c(0.266869780421471,0.894326272436804,-0.104124051299865,-0.695765522599296)	c(1.05798700333921,0.624356813982188,1.13945122670394,0.919406340673189)	c(0.516606844977525,-0.030684159662202,0.335605985215875,1.03752481755712)
MSV-A-MZ-Map1-Moz16_2007	GB_leaf5	c(0.420380797036428,-1.13499894988159,-0.11898857493894,-1.13615527287238)	c(0.0666822047595409,0.0415360145598331,-0.223606945097244,0.311406474575916)	c(-1.39694231535087,-1.79925661140351,-1.09103021626015,-1.14477490059092)	c(-0.691756077079204,0.412425404849877,-0.464490287247935,1.74308764410975)	c(0.838869866909332,0.206209645052311,0.429727090225436,0.701096121091972)	c(0.0550093301271241,0.182849990190264,0.245527353931018,1.56407218768716)
MSV-A-MZ-Map1-Moz16_2007	GB_leaf6	c(0.961519636204254,0.828043871419744,0.196883114253644,-0.611761436078344)	c(0.592296310231664,0.0833501944179119,-0.24844121127103,0.0783295632593305)	c(-0.306051475570871,-0.750329901750137,-0.616323646076283,-1.5078301380357)	c(0.352506662551098,-0.740914252635647,0.651746402377144,0.41676335425112)	c(1.03336459699318,1.10803316179921,1.16555806202343,0.28240550543009)	c(0.302371598670246,0.123204014363435,0.696135066181704,0.167611367686085)
MSV-A-MZ-Map1-Moz16_2007	Pan77_leaf4	c(0.727878185243667,1.3502702416179,0.985757888114325,0.977495962462577,1.53537021422559,1.06022739929008,0.884928055617953,0.481388411912127,0.843015989423811,1.42978691514687,0.926773718342696,1.17102650380012,1.84421802256067)	c(-3.97559993160608,-3.4363942742466,-3.73428546119952,-3.18842461317647,-2.86829840335703,-3.55933338744387,-3.80238930449896,-3.37899561784094,-3.52366170873555,-2.7938172859362,-2.67586117837274,-2.72349525792314)	c(-2.21460879241387,-1.26231814400822,-2.0051610698775,-1.28172458947393,-0.116756490391607,-1.4073547820853,-0.521801808177625,-1.10319039302846,0.185337178347979,1.13805961921123,0.00760448679877751,0.442817714282492,0.0261494472096837)	c(0.442536593683475,2.81361129955977,1.32980451595705,1.3789944468061,1.76522678501984,1.8915354355645,1.23236940440477,2.26918891905357,-0.734943731995033,0.3699669819281,0.363973303075231,1.22869207235038,1.72910028399384)	c(0.348946904089089,0.966487217574816,0.435338655153811,0.36577641537144,0.819769374184309,1.25599668340066,-0.00100653265784364,1.73115877819581,0.716418589174193,0.914841508258478,0.27744922366235)	c(1.39079040137837,1.63312493389262,1.50541598113673,1.30616671017908,1.53977066043987,1.6372864736399,1.25206502257174,1.32068265943233,1.6533948330583,1.01579842319169)
MSV-A-MZ-Map1-Moz16_2007	Pan77_leaf5	c(1.76741648649803,1.68451464465229,0.746904955781131,1.36174926791302,1.19891981603661,1.7745868529497,1.87095202316758,0.515334085108441,0.438295335782687,0.565397003848491,0.781386544829721,0.675279378805989)	c(-2.00128694687739,-2.32663608399593,-1.88158001679119,-2.94822897117368,-2.1266011029674,-2.9589384585948,-2.73998120304443,-1.82646373056551,-1.71037349031592,-2.29841389197121,-2.21791383581826,-1.56475741946116)	c(0.818555032681194,0.989768060209255,0.223666859928635,-0.028850768169724,1.28013765599425,0.308967522857054,0.118311708971584,1.10569076633235,1.31910026423539,-0.103008677921211,0.398845999962593,1.51354579952862)	c(0.582337746460847,1.47783609626779,NA,-0.193003741007144,1.26005255490097,0.855330122894498,1.23748107772149,1.94255775977793,0.395017960345015,0.459987134404761,2.45085824548735)	c(-0.299657792963108,-1.07911589716602,-0.793027358055394,-0.635978068376581,-0.32415351664056,-0.892393266570568,-0.169537151904638,-0.664488661632426,-0.571330746744574,-0.658603214913569,-0.641743609480878,-0.634299815386412)	c(0.198963908455878,0.516133915559582,0.037774393321181,1.1763903991602,0.507535316759355,0.534527319680784,0.567953186281949,0.209668430986081,-0.0885372568940008,0.32070302068033,0.0256490055582034,-0.342337319918691)
MSV-A-MZ-Map1-Moz16_2007	Pan77_leaf6	c(1.1277811779378,1.32286115530641,1.0860733510884,1.64269319407086,0.955863370356685,1.51495350287066,0.557147922492246,2.03413250412049,0.424949633832851,1.64778104550978,0.568271634589917,1.13566158055939,0.662048904113677,0.896801551139522)	c(-2.11722076455096,-2.38036008415448,-1.51887197783654,-1.80441366340842,-2.17711024576017,-1.11855140116432,-1.83400660529484,-1.70104840576065,-1.93639789557518,-2.76028891144483,-1.62585255835058,-1.83551623825574,-1.56737475928973)	c(-0.0265151144532688,1.15501021200204,0.641557269714854,1.17383750967853,1.04421767028525,1.23623085656591,0.0299001626737407,1.76891147115447,0.133046455289929,0.647068827453982,1.29427071516103,0.972458633826693,1.53878550043457)	c(1.28525194745503,-0.795456233717126,1.06224312031373,0.72410202110801,-0.199119161841002,0.158700060535619,-0.0729938001651185,-1.41145105867353,-0.504770621812483,1.60318049858725,-0.190786063737424,0.781486835585994,2.06850912425263,2.07631013748406)	c(-1.03290380054748,-0.697026489133678,-1.22993638012008,-1.160733978397,-1.07286725092947,-0.108251062204319,-0.625148542832291,-0.637834244501034,-0.340769270520601,-0.658353382569709,0.67019979316257,-0.306562050006233,-1.20669693761504,-0.593799129257492)	c(-0.733266872488627,-0.345236864529439,-1.27124259882617,-0.700498308732382,-0.661748832715308,0.281001296470386,-0.443472267067024,-0.229446924747404,-1.01930587615609,-0.2892266838586,0.758933416511435,0.273178584981592,-0.272265303668155,-0.0710115647578485)
MSV-A-MZ-Map9-Moz4_2007	SC_leaf4	c(0.186990460695078,0.225277349812536,0.104995534768838,0.389928695741313,0.0961819791746286,0.101254355442773,0.802997912063797,0.177516191878045,0.824096676667481,1.47391837670347,0.42774011560048,1.29654480490549,1.36758832669007,0.932608092635505,0.609174220775036,0.0425006924311511,-1.00468609743003,0.749825438763223,0.664367516340408,0.613899999012646,0.0848390300526456,-1.16606840357321,-0.0586538422697158,-1.03232335511239)	c(-1.95548794919968,-3.46345913146554,-2.28685004148902,-2.20814878169552,-1.6298892704821,0.130566706920213,0.303442955989068,0.399491802519172,-0.372281555524461,0.517820050996453,0.184898821431383,1.05616386040461,0.85759251410116,-5.32048269998937,0.0426556317775755,-0.540134836689451,0.60970378191828,0.699181364641438,0.442763868060999,-0.729404566682111,0.748166979496019,0.342541343293947,0.460248197358145,0.752775622923879,0.539466196788998,-0.307628897452854)	c(-2.1892489274703,-1.90757600285629,-1.1817348709076,-2.02976505159479,-1.70280553944118,0.427454013768213,0.381131573812899,-1.47914971745974,-1.37865965463924,-0.786222828802253,0.0296407834423381,0.436387055402144,0.0730816395053129,-2.48748591101637,-0.820779095576634,-1.86792024094374,-0.677368544500307,-0.814582778254953,-0.826296939968619,-1.25165395250873,1.00180643634678,-0.663580008059507,-0.210690692368862,-0.40069934913837,-0.514459489399123,-1.79548186075303)	c(0.904677536578444,0.149797250993845,-0.36417677041845,0.253535604989681,-0.169763655758392,-0.481427257724287,0.0826257774429782,1.00283319185459,-0.540654509053719,-1.28639627170443,0.028129560301101,-0.863390540587359,0.683730837360942,-1.44863793595467,0.853799564963706,-0.676712783557803,-0.976814366167285,-0.344420592556223,0.154088768510179,0.434747014115734,0.271721360908517,-0.401659099364027,0.899633426123632,-0.614877110691925,-0.193417279880086,-0.103960189143072)	c(-1.29447550259709,-0.396159802152524,-0.303923264361075,-0.133557803471766,-0.717007926075417,-1.26822577213773,-1.03275268872588,-2.29721937936974,-1.74207642245415,-1.73109949157923,-1.57658041062047,-1.24545448625707,-1.67847586514031,-1.19982560076513,-1.64874994989402,-2.28007037216375,-1.61228027175027,-2.22734819040282,-1.87639403671922,-2.13630885232813,-1.81842781082157,-2.58420854086357,-2.50427138767054,-2.42671793768738,-2.52953221626469,-2.85111394391202)	c(-0.0986531855441097,0.840949439694446,0.789008242469837,0.190545470058628,-0.0099284952874891,-1.0696089677147,-0.677418535976448,-2.38483543198077,-1.46423603746971,-1.26013315930559,-1.59539702431118,-1.04097362807393,-1.386490170734,-0.190788420386038,-1.13298106543596,-2.3357730896462,-1.39723944823021,-2.42817353007664,-1.48563859783203,-2.09067098487232,-1.82460854246472,-2.64443051509704,-2.65684799728262,-2.38393885658177,-2.74968613088703,-3.03217726501546)
MSV-A-MZ-Map9-Moz4_2007	SC_leaf5	c(0.771622237785934,0.148764954146779,-0.0624423485568841,0.630010593009949,-0.780785341928447,0.575152749629226,0.161160668895003,-0.107156557248661,1.13924307188449,1.09803147809627,0.611264323279371,0.707990090789236,0.151614790818842,0.836094343171322,0.975259983772556,0.513371409412489,0.708766403758396,0.554956481993861,-0.255584211272371,0.823959992325232,1.19236968549387,0.753772216706267,0.272610427338487,0.671047733307344,1.01072885014716,0.592817215227378,-0.239485406152041,0.540960287714902,0.902122964914275)	c(0.589487512241985,-0.236602445580234,0.482997006786311,0.0138843966985961,-0.510618276282501,-0.143910190697641,0.558471812361255,-0.288336324678084,-1.05340484504623,0.380616628219352,0.316240868722584,0.478039184170722,0.835232347347397,-0.175620176400668,-0.0965750604739618,0.321817803242689,0.1848442441549,0.358979489940779,-0.151977353320462,0.0771278885175021,0.130873309101866,0.0358145805494044,0.512815437598691,-0.0583364575395234,-0.163966324759625,0.267698752193779,0.45669867051585,0.35116169123279)	c(0.206846389869011,-0.751564856090909,-1.04686461645705,-0.0790385221855814,-1.46645890524702,-0.656696049888178,-0.156173585440335,-1.03112295119487,-1.50838396784773,-1.53143961234046,0.640352349270861,-0.321891148484411,-0.509200951589232,0.0611310212509203,-0.293963939678874,-1.03066578004585,0.330343697376435,0.301144653670363,-1.80015103753354,-0.294493153404959,-0.821812511664377,0.825470592698639,-0.133882756194003,0.779069310002702,0.0639227698535862,-1.06016179919036,-0.286974017786984,0.569446368052091,0.0717683922153989)	c(-0.672517884886637,-0.59732818803334,-0.340448268396464,-0.477033060542426,-0.619217796299044,-0.354581075918219,-1.5464793590691,-0.399668169526025,-0.139933333679988,-0.618323466917678,-0.103879264929807,-0.309672222630883,-0.358504281065999,-0.293185236765803,-0.702716491178718,-1.15873753838738,-0.680612742374182,-0.767990414881469,-0.432267394041662,-0.185736306182951,-0.192918765884841,-0.735536156868366,-0.349095514366442)	c(-1.96288057578106,-1.44487625872236,-1.56857328004965,-1.31720624931557,-1.48594821898636,-1.34482705779532,-1.31766330830605,-1.63762197386567,-1.46339943067119,-1.50665271905822,-1.64249189072618,-1.95381184869409,-1.82845401063622,-1.54469641885096,-1.97375944523925,-1.36930404789944,-1.67454337652621,-1.83937148909895,-1.71485915307846,-2.0046964891982,-1.68470241745476,-1.83442489051036,-1.7753883773885,-1.52392441311061,-1.92886463924463,-2.24925868357773,-1.61196314787243,-2.1151254994111)	c(-1.91794068227043,-1.09615586623986,-0.994360455018828,-1.01533911767863,-1.15716427017792,-0.972178071364331,-1.42597232159943,-1.36935256580045,-1.21128163333881,-0.680124801098701,-1.46338376744461,-1.6214238817537,-2.15819394576767,-2.14694318656331,-1.73549319161055,-2.29850652273642,-1.52075726283624,-2.06703672619454,-1.75089897413682,-1.46897956224209,-2.00686933587609,-1.85572731877323,-1.74164723625907,-2.03711885762844,-1.59873186665113,-1.86511474701446,-2.1863979663128,-1.76801249873322,-2.23524226676311)
MSV-A-MZ-Map9-Moz4_2007	SC_leaf6	c(1.24951225135319,0.117333986745107,0.502233855632045,0.390093414770966,-0.0595564315920779,-0.0954890751887757,0.911874923907462,0.473206393643391,0.718145300730746,0.874137509446815,0.0525930964952541,0.432109616581249,1.04060996553263,0.40741981751069,0.27574380429393,0.646350601991766,0.805147019962566,0.137714921416055,0.659800397232564,0.756766757646649,0.906552159609711,1.009769821496,0.687365569463478,0.858958759738096,0.938453212491945,0.427602018134737,0.757885562067924,0.719308183646691,0.436544061574119,-0.0558948581221013)	c(0.845509000144992,0.86001155740963,0.420450841215638,0.531187117707727,0.729540919881239,0.944600954508028,0.741984079151842,0.387301197310912,-0.411321139234455,-0.391564780525262,0.640585503928876,-0.460874636625153,0.418124235914777,0.491104738377728,0.442408451851284,-0.0240424601359897,0.276660897782582,0.775903383248451,0.0145198138109007,-1.99452920595303,-0.586459723489535,-0.713556844033011,-1.15215218019729,-0.288646581226418,-1.05017355261073,0.116461218273063,-0.881447611361517,-0.158070996345364,-1.59126617796101,-0.619350096481648)	c(-0.237415773807398,0.197964159203772,-0.0810531976290234,-0.437168649502078,0.40922273278036,0.444992757217559,-0.305075293429732,-0.229990825522417,-0.893765222657959,-0.741096684353615,-0.184187829401787,-0.860473246017438,0.0977542124822974,0.0280550372010838,0.0280383571865126,-0.754087272963449,-0.327250145549755,0.0213777797260101,-0.396453471909726,-0.255785513423575,-0.116054081667061,-0.85344116165869,-0.605780785819693,-0.602342733130891,-0.917042138039255,-0.287297254863696,-0.861703460270883,-0.241725714431972)	c(-0.435322986833906,0.250684340601376,0.21460418319395,0.27336674401808,-0.884594484042859,-1.37330872024057,-0.454887842326705,-0.736022533000195,0.280030181373427,0.192180995709841,-1.01719665047947,-0.463682525448569,0.191758129893474,-0.828291290686217,0.40914025877043,-0.319497519505786,0.808858001102225,-0.0955689224968736,0.338205873094854,-1.4965524605206,-0.190692872609115,-1.04271430922464,-0.496081535555935,0.360745182915896,-0.479972349556505,-0.21508409614063,-0.510532258661884,-0.263693155337276)	c(-1.36563238850293,-1.36288111343346,-1.50711608753031,-1.44139678908852,-1.49267432260276,-1.71476871947485,-1.32794863107492,-1.25898353202251,-1.33490477771042,-1.24224338687466,-1.4149132147354,-1.21491561004111,-1.20319323385313,-1.16474751305205,-1.41079178018876,-1.18384354295428,-1.5576293670212,-1.0765751858088,-1.15730905313281,-1.18741159890573,-1.39364553465622,-1.45718080841858,-1.57847545825806,-1.35377535894341,-1.49600594427798,-1.27809521824518,-1.48736817467391,-1.45455240313786,-1.41092878841155)	c(-1.24704856788344,-1.4124899784791,-1.72583912934974,-1.48233876366487,-1.54220583497148,-2.03558498886193,-1.48985815569342,-1.06820495638196,-1.1520008114042,-1.21195523594981,-1.41439789429935,-1.24270737933658,-1.13320055432934,-0.946585408272093,-1.43553437267765,-1.25407909380671,-1.10424717755959,-0.827781274519947,-0.649427157608651,-1.23507933377355,-1.35603724780275,-1.37018225563694,-1.90462397074996,-1.32049271118865,-1.67266456224449,-1.37906902973303,-1.58239583004352,-1.12794875988987,-1.5723301056835)
MSV-A-MZ-Map9-Moz4_2007	GB_leaf4	c(-0.0910652154343814,0.687125963662145,1.27510519709991,1.18049628174259,0.786747506432122,0.803290784596851,0.0550596983217678,-0.298767368312037,0.67265976028657,-0.935447017938435,0.490683991823934,-0.824179010335532,-1.3495901338423,-0.54679146227209,1.15174092260478,1.06434589656989,1.07747116377715,1.15809484528674,0.203468055569198,0.98962727619477,1.32828659013834,-0.724139442042504,-0.619966072235021,-0.70468755876639,1.68737452384953,1.37197337741261,0.464864634105616,0.760937131598302,-0.230434137440727,-0.697981635692558,0.763255493688203,-0.000896875712275452,-0.928011798941108,-1.19992262916632)	c(-0.141044732815211,0.334052649645493,-0.0980267725774765,-0.201078302672168,-0.535992696652629,-0.130535434946674,0.144016963718525,-0.860371172333935,-0.021003855004739,0.135326265915867,-0.00140256729352823,0.873981398841548,0.900482708694074,-0.237497820032371,-0.161329356547864,0.168188904725814,0.147883611895716,-0.900090647058404,0.317683310083889,-0.72941055353721,0.142089779243091,0.536371893058913,0.0628251058157513,0.837778301795392,0.330175101843807,0.474198931642524,0.544043038097611,0.363888393796645,0.29060462725517,0.415662682072403,0.99002754547107,-0.157351599525279,0.0923000680845374,-0.0430805132556946)	c(-0.641377044706589,-0.160696190041333,0.292537088811052,0.344771551671176,-0.0260105499929419,-0.541076933435374,-0.309381370307639,-0.780173416521848,-1.45526745914371,-0.244135263578907,-1.07532833901934,-0.869751836023397,-0.743380210968931,-0.706713902060529,0.290588970083006,-0.73014860846658,-1.28708104957219,0.386034602212141,-1.3832958527547,0.840824922136411,-0.534734979351182,-1.23369788789588,-0.546717244262594,-1.03899360445579,0.0516257803366981,0.241376699655091,-0.289773732547955,-1.01766947064119,-0.323054497419529,0.499153836763718,-1.02188689985466,-1.24846082319617,-1.60250338122691)	c(0.147038827378769,-0.223300586100325,-0.713734770023932,1.16582821706717,-0.315296219196342,-0.80476947763375,-0.0584966237889613,-0.985420171636741,-0.416472852377406,-0.363728379852955,0.161355696175619,-0.625499128737601,-0.418756503394466,-1.46583629803039,-1.32449215468681,0.294852478347218,0.601238568397837,-0.976211718869193,-1.39968358059674,-0.606526623078345,0.151522876158475,0.481863438523918,-0.550726713400527,-0.338019419104514,-0.79006713837389,-0.708818307226508,1.39650735517531,-0.0766021989162516,1.22789869554584,0.834112161038536,0.2583157965836)	c(0.633938785054831,0.16374903922599,1.0103738735537,0.217566233460369,1.97841917491715,0.64501801034823,0.0320935319857264,0.0948299357316319,0.158874052692291,-0.0869377947884116,-0.0721650653312952,0.00784598018923511,-0.21901184709438,0.850777684178113,0.840160418458219,1.15308066189759,0.861217947958054,0.833284371404641,0.394643592180712,0.859218397089552,0.757584843983006,0.280538698413519,0.33545332870247,-0.256419718562167,0.438456225380031,1.88313733449199,0.924975428620869,1.07542549361667,0.491100779544947,0.991217109327105,0.0449173439865822,0.765199366088148,-0.0760008762902848,-0.0738316558839464)	c(1.40402543407698,1.22812360936209,1.2662422562403,0.871632818286045,1.59560349767701,0.393011067887204,1.74959701702472,-0.0540505450858531,0.0650716293201929,-0.268298386668482,0.178906671885126,0.661706299861492,1.3282115258634,0.388465496233365,1.05965510619618,0.551497399560578,1.30671478752624,0.370791469874291,0.226187927101286,0.720923489178373,1.20230001688238,1.23612096178293,0.75557707731528,0.0367868443015832,0.726799137398672,1.30202944484852,0.98493543732969,1.05252594050809,0.537456043924185,1.28114039165738,0.0279876847356604,0.407047229241852,1.17188433853801,0.834474022799225)
