	stunting_SC_leaf4	stunting_SC_leaf5	stunting_SC_leaf6	stunting_GB_leaf4	stunting_GB_leaf5	stunting_GB_leaf6	stunting_Pan77_leaf4	stunting_Pan77_leaf5	stunting_Pan77_leaf6	chlorotic_area_SC_leaf4	chlorotic_area_SC_leaf5	chlorotic_area_SC_leaf6	chlorotic_area_GB_leaf4	chlorotic_area_GB_leaf5	chlorotic_area_GB_leaf6	chlorotic_area_Pan77_leaf4	chlorotic_area_Pan77_leaf5	chlorotic_area_Pan77_leaf6	av_streak_width_SC_leaf4	av_streak_width_SC_leaf5	av_streak_width_SC_leaf6	av_streak_width_GB_leaf4	av_streak_width_GB_leaf5	av_streak_width_GB_leaf6	av_streak_width_Pan77_leaf4	av_streak_width_Pan77_leaf5	av_streak_width_Pan77_leaf6	deviation_from_rectangle_SC_leaf4	deviation_from_rectangle_SC_leaf5	deviation_from_rectangle_SC_leaf6	deviation_from_rectangle_GB_leaf4	deviation_from_rectangle_GB_leaf5	deviation_from_rectangle_GB_leaf6	deviation_from_rectangle_Pan77_leaf4	deviation_from_rectangle_Pan77_leaf5	deviation_from_rectangle_Pan77_leaf6	yellowness_SC_leaf4	yellowness_SC_leaf5	yellowness_SC_leaf6	yellowness_GB_leaf4	yellowness_GB_leaf5	yellowness_GB_leaf6	yellowness_Pan77_leaf4	yellowness_Pan77_leaf5	yellowness_Pan77_leaf6	whitness_SC_leaf4	whitness_SC_leaf5	whitness_SC_leaf6	whitness_GB_leaf4	whitness_GB_leaf5	whitness_GB_leaf6	whitness_Pan77_leaf4	whitness_Pan77_leaf5	whitness_Pan77_leaf6
MSV-A-UG-Mub94_2005	-0.778631047411113	-0.581559787110188	-0.663395789388611	-1.93989400287202	-1.84753297461995	-1.53743199939921	-0.664875055529663	-0.560497827701849	-0.501419632780776	0.211487484975839	0.308215554830818	0.258135962531204	0.251257779758851	0.332447740310931	0.450281941948041	-0.0730946885986471	0.143706437362639	0.0700774520092339	-2.94671376372238	-2.93900340906263	-2.98989012866844	-2.87835460593399	-2.94160094209979	-2.84518232248054	-3.1371564278555	-3.21704929612714	-3.31120022491068	-1.27169324145778	-1.37718829346347	-1.26971089485388	-1.30896526343393	-1.29166087460872	-1.35145060933892	-1.45218124797258	-1.58929871955913	-1.59744262079916	0.125956877743921	0.138217845721799	0.130497632895084	0.133831076291211	0.150247679596912	0.132724405770171	0.103575188804797	0.0991649130229456	0.11683105597015	0.123893432629931	0.108127374001036	0.0910901644154713	0.12453042913888	0.0937176902952717	0.0617117016299739	0.0185317893021352	-0.0131055142508288	0.00325618559773343
MSV-A-ZA-Cat2-D3_2006	-0.54890730416065	-0.435575297942126	-0.488721383618119	-0.689527173827326	-0.720221344463349	-0.729591746014857	-0.793223035870374	-0.689584300694846	-0.461708845253714	0.343633006072118	0.433430367642487	0.279403458987966	0.0255558542818353	-0.247510845220746	-0.033407995695135	-0.16516425702048	-0.244010580296264	-0.219099800979268	-3.02676390020321	-2.74929657199419	-3.00441681944602	-3.21850463993591	-3.15816641723901	-3.21730353339537	-3.18790050664212	-3.30273074681733	-3.30200897806814	-1.35305898757695	-1.38075184069167	-1.38521301717063	-1.44327746375337	-1.37651473525141	-1.50218086321414	-1.42698191674726	-1.4520582552148	-1.52617760492537	0.0430360326378322	0.0407211297271005	0.051014223324874	0.23514959450489	0.213903994649694	0.270150218188335	0.233268587593181	0.251978798103364	0.233463908626371	-0.110827152862847	-0.162437340868327	-0.144616831244128	0.224336705905215	0.201812975368934	0.237402214436597	0.224934033321818	0.247409405349887	0.144411021350381
MSV-A-ZA-Hei-O9_1979	-0.952603492053765	-1.01725649567971	-1.05085404010477	-1.63058390039251	-1.96880034938208	-2.36239970019504	NA	NA	NA	-0.178987853399724	0.0405628805763891	0.100496812023084	0.0750021673022459	-0.00260659927068303	0.102373902399652	NA	NA	NA	-3.11970723881331	-3.10835597872762	-2.91222228133866	-2.78933789697356	-2.93956675600427	-2.86901097581874	NA	NA	NA	-1.5414243788697	-1.51904586756751	-1.48745617666684	-1.25742826270414	-1.32610024360156	-1.31310321742978	NA	NA	NA	0.206522224223135	0.195098154993022	0.266821924675926	0.177762896395377	0.164383361121903	0.20557971899838	NA	NA	NA	0.113842510805872	0.095518250738012	0.308878490843173	0.124004050543312	0.118065636193388	0.179888103237394	NA	NA	NA
MSV-A-ZA-Kom_1989	-1.2910283489273	-1.22815160228461	-1.14601292733	-1.77315721471122	-2.13327353605021	-1.89201847654644	-0.610470051895405	-0.415551578935659	-0.247000035355882	-0.160708574633259	-0.173231167692157	-0.248624956035466	-0.0142703732865262	-0.16754495076341	-0.110301452974851	-0.728089865309434	-0.676443839376278	-0.629119431717247	-3.01908095889717	-3.04254509984812	-3.07326518533506	-2.7989504543349	-2.99933691656377	-2.94281995393784	-3.50058653568772	-3.37709168396318	-3.2720382586526	-1.46626946306882	-1.39345378667714	-1.30007942775064	-1.28850116546958	-1.09124332600964	-1.17336664060186	-1.30178393637505	-1.14958707525668	-1.06793741396603	0.204389946439843	0.20951586868916	0.201721273759003	0.20416744322215	0.190508241566513	0.201740632816384	0.186423836052841	0.202670622673626	0.183090326412432	0.122133053760562	0.143795299033583	0.124554830619069	0.154122003040445	0.163845510905259	0.134676159225663	0.160441798927022	0.170632041277361	0.125852243918516
MSV-A-ZA-Mak2-M49_1988	-1.07441251618002	-0.673424525219727	-0.739292128089147	-0.967509045086671	-0.873723926042386	-0.714999830949885	-0.801645248484883	-0.595987605302976	-0.570500034663132	0.362870095149652	0.303617138549679	0.363759900858785	0.23076356636559	0.172119671884288	0.143897951546429	-0.215602113906872	-0.189860210506238	-0.286329119458377	-3.0635009134647	-2.9056449691795	-2.84277880492094	-3.12633702446093	-3.19184473815155	-3.16228319233998	-3.24966125760979	-3.33548505233356	-3.43714617385043	-1.42421256301687	-1.49182778617301	-1.46969223265582	-1.3905294251539	-1.45989692788046	-1.3719428920614	-1.46568948223	-1.4215700874937	-1.52365214617433	0.0767379763270177	0.118527787919282	0.134788381593928	0.247953128051749	0.237258635296605	0.236809596683127	0.232208154405552	0.241968076681443	0.236314493196025	-0.142253175492149	-0.0270087767987423	0.0162258567922248	0.260518044710971	0.210692966092089	0.165627120143094	0.175755807346951	0.199134893646519	0.160546710077422
MSV-A-ZA-MakD_1998	-0.684864677522062	-0.528543871722728	-0.447609727721987	-1.62578398310658	-1.73182114502665	-1.04450555810782	-0.576032316902524	-0.493477438539268	-0.516584035417074	-0.146730935475212	-0.102049230084511	-0.204694313545875	0.164409826841572	0.058953377184647	0.091176166168889	-0.408787760814579	-0.297569646961996	-0.364446134794297	-3.17664538592078	-3.08156699825005	-3.18436695776305	-2.74961131206484	-2.84654711729246	-2.8042044794818	-3.08987906182656	-3.12570451407795	-3.2272616054848	-1.27829773826629	-1.21262846279103	-1.43559706386641	-1.1462687840744	-1.01241874884072	-1.24932342023784	-1.14442385501446	-1.13478085029047	-1.43835404962009	0.219065780665619	0.249133078130806	0.202155510095156	0.208839813179938	0.238523416976029	0.219105502645735	0.226581829802414	0.253995758681137	0.228798726205204	0.209005500981893	0.283137696924275	0.180747661970893	0.221029434384629	0.275558467263055	0.22455380199262	0.241220755663388	0.268974518464535	0.191445601388937
MSV-A-ZA-Pot1-Riz48_2007	-0.287549209848273	-0.353317964395762	-0.285149101935077	-0.568428957227145	-0.408572065480915	-0.493406152721864	-0.466703081019123	-0.388988036892995	-0.278781118935613	-0.510684246501846	-0.739926014611125	-0.840049129712296	-0.437672004778989	-0.483133073707015	-0.369533216398029	-1.06552634993287	-1.06480051439332	-0.964867256678254	-3.45486144109333	-3.51981368485274	-3.40647403608397	-3.63503468859677	-3.59368545597011	-3.69172425879157	-3.34930228899622	-3.35260658121855	-3.52929552682463	-1.58410526358633	-1.51921136792445	-1.52600055150944	-1.4715201622327	-1.46934711008803	-1.47485606064334	-1.44882874453507	-1.58167953652882	-1.54828854800962	0.175997705100625	0.197739496281507	0.157393033608998	0.176827854996082	0.218743052324235	0.237100799714756	0.20471218376591	0.210759590640054	0.219744379145262	0.149214855275816	0.158528108247517	0.0677380538733854	0.158328807132797	0.204729640843029	0.175699205533741	0.225933377669504	0.218877684096651	0.210617666813951
MSV-A-ZA-Pot4-O28_1979	-0.81839655910132	-0.865147293751075	-0.834359551176248	-2.15267395657729	-2.52859369700227	-2.62824629313847	-0.558644204742237	-0.792903234331026	-0.676421189165939	0.0446265271545081	0.00285570121970335	-0.0479205136554472	0.151965490436214	0.022945931554503	0.0811321991067587	-0.428770626922386	-0.199973496628608	-0.435955239926326	-3.0388760588379	-2.98291138260442	-3.07992121518429	-2.85553905712221	-2.84956500780488	-2.9244412323807	-3.02585436460226	-3.04778213837199	-3.03941035075277	-1.42580870031212	-1.41377070095293	-1.29424307373843	-1.09321594568221	-1.26140420888981	-1.26976690860886	-1.60556804063158	-1.43392299767467	-1.42739646035431	0.176362338492551	0.180633272198123	0.196001034138386	0.157357147991614	0.14391938945913	0.165047425544646	0.136816905164668	0.196486176834364	0.152938324927878	0.158017919854543	0.115205631163139	0.103088570028493	0.226107797556924	0.203640701138193	0.207810528698333	0.102695714754169	0.185522241612747	0.129872928890324
MSV-A-ZA-Pot6-O29_1979	-0.67133173124889	-0.762926899778683	-0.819395529597587	-2.26924232341907	-2.51230340132293	-2.51135727081532	-0.45567089962039	-0.616753650171997	-0.630077857450756	-0.291316072368612	-0.263242042755033	-0.194673188592683	0.0245640459839242	0.0923697378005808	0.162496664912218	-0.584627801327635	-0.275482652606746	-0.286898927965245	-3.15501747308962	-3.16264614726219	-3.12441667374498	-2.89331070264191	-2.71670652251728	-2.64906706128285	-3.04146417058035	-3.01969988766837	-3.04300542257078	-1.47181873374357	-1.46576622135288	-1.40437499026793	-1.11018108711327	-1.14348584870403	-1.21909336531681	-1.60637304329289	-1.505517090077	-1.56885697385926	0.151574246786174	0.178207288615122	0.186909864120977	0.157518001990844	0.1655138303782	0.192076309678311	0.117278424756056	0.185219284624831	0.175104558624754	0.0482372389114564	0.0580216224185128	0.0457153666234179	0.148475743035651	0.168843262463855	0.167612167935238	0.0277307423958282	0.118958481509446	0.0770493478665301
MSV-A-ZA-Pot8-O33_1979	-0.568396095631709	-0.480604074263248	-0.540385371919547	-1.52368158775462	-1.76996084138821	-1.88666294269886	-0.535218357309069	-0.601668519729798	-0.398609442933397	-0.250746512809789	-0.230000779634924	-0.225213350226912	-0.120649512031642	0.075983938084873	0.0663358173790338	-0.80603674972423	-0.73690922693658	-0.645266232916413	-3.31029833027885	-3.21147753427804	-3.24476609663827	-2.94749252287158	-2.9115450476949	-2.89286963183409	-3.15733726598765	-3.10238628646505	-2.94990158879957	-1.61023975875208	-1.50778512580946	-1.36200483126585	-1.45764243377255	-1.49480541429528	-1.42030486980191	-1.62373412822469	-1.4058835502529	-1.52065219494701	0.177650586512233	0.178825237484288	0.182261787263462	0.214126279658496	0.174238304503083	0.218604793808031	0.114511589702932	0.187963791005788	0.180330002818895	0.0823510821154855	0.0571943719160552	0.0593172574060212	0.218228083673696	0.20979150282421	0.180390107556429	0.0380775386331128	0.188006408092508	0.137929818285237
MSV-A-ZW-Chi-Zim3_2006	-0.728801165628402	-0.515300437744846	-0.490383356897465	-1.45381385890081	-1.31536668607504	-1.23029887170216	-0.642863917532587	-0.930351520010618	-0.189373980052497	0.35301300303107	0.538432237477191	0.417830555064119	0.229603055828482	0.198506428370747	0.317514139024813	-0.168760145681603	-0.463419118154019	-0.365745555272246	-3.09316202532497	-2.85131390994817	-2.95940830533009	-3.10836570717311	-3.01648164885139	-2.96624650462848	-3.26275506835216	-3.50065074507734	-3.45397382068122	-1.41860837170096	-1.48264071426918	-1.52836839831705	-1.28818846133632	-1.47261757280493	-1.46637065496092	-1.48247644554585	-1.44448299616917	-1.55092510049933	0.0383154167200397	0.0592602926511494	0.0676090280014372	0.246305170496854	0.254173061951219	0.262960335892882	0.242634392783807	0.274006733802279	0.25545195543505	-0.143020640605242	-0.106467702700778	-0.104972720258119	0.302799043846901	0.255674366171953	0.221160986366479	0.219079192993272	0.273031385934133	0.205195948835163
MSV-A-ZW-Har2-Mic22_1987	-1.33029937502617	-1.39616137753837	-1.57667443851182	-2.64875080140455	-2.2744903974952	-2.43193742475324	NA	NA	NA	0.278473253797136	0.152950927843548	0.234453108337584	0.098405374272274	0.0433197646486238	0.114565790020592	NA	NA	NA	-2.92332599441645	-2.97885937728882	-2.87920250538183	-2.90373101232795	-2.73594284404839	-2.4912748295038	NA	NA	NA	-1.42440298733737	-1.57420531105551	-1.50166620320879	-1.10682343638015	-0.940350427528802	-1.31732841367676	NA	NA	NA	0.228472947132549	0.236800804303363	0.238202613998461	0.196833096263313	0.162607268037378	0.203610319582262	NA	NA	NA	0.232317835107588	0.247524296283981	0.204504628863379	0.211714118403294	0.203975487852399	0.232435752675608	NA	NA	NA
MSV-A-ZW-Hel2-Bet36_2006	-0.890794370852546	-0.751796466165656	-0.82404910261397	-1.15006398774273	-1.28843536277733	-0.667375596803365	-0.516470198321682	-0.457036323885108	-0.158589574312539	0.356096967169186	0.363408816782788	0.344875331843407	0.175160695433682	0.0278036047523812	0.197127691077462	-0.0913416808156454	-0.21530221569316	-0.353575355952807	-2.75184992899345	-2.82922098724244	-2.96542002099098	-3.143831116744	-3.02956661561622	-3.09957585100579	-3.17163865984613	-3.22171996933226	-3.39404271072377	-1.34391117866515	-1.37803404284667	-1.37849849127061	-1.13618765281809	-1.37422714387949	-1.32899031122334	-1.42242870022089	-1.39670833209736	-1.56976657848137	0.137756195811877	0.105520626396225	0.0985306494990175	0.223468017523931	0.21314488263793	0.251921425285898	0.206227091271537	0.227629518262223	0.236152105719608	0.0962427254639196	-0.0382587887931831	-0.060465338356071	0.258710727431431	0.232503734638915	0.223484960092344	0.191979320599961	0.198934332256527	0.196771324118265
MSV-A-ZW-Mas1-Bet43_2006	-0.700105325211934	-0.672888042340956	-0.96543181671017	-1.47811480620025	-1.51987033418195	-1.05608869396922	-0.53263511408828	-0.592221094737894	-0.545018322612752	0.388364393182527	0.12174963972027	0.01274877271701	0.164381425853707	0.159582090371977	0.224645619913385	-0.162365114472519	-0.305859877368834	-0.395601334979673	-2.81404715186874	-3.14660588609288	-3.14504631740828	-3.1872231736977	-3.04598308443104	-3.09899567386367	-3.16092073488668	-3.32648674422075	-3.4561072211958	-1.44067078507853	-1.4195031008814	-1.46678672516765	-1.31437921021732	-1.41088297298893	-1.41180972642664	-1.40201367884891	-1.5268673344234	-1.49785541736259	0.164684651869342	0.181101142034322	0.173189552465662	0.233434502812933	0.247048233453781	0.254649419945635	0.217069711930152	0.258043515491096	0.235467888352746	0.147961002881137	0.107458755356494	0.133878103386555	0.362731920922766	0.329546194736549	0.20518038529784	0.192954735971918	0.281844206583024	0.184631609455828
MSV-A-ZW-Mas2-Mic4_1993	-1.44654487077457	-1.52431943110474	-1.49899513868696	-1.82237326619383	-2.32441521897557	-2.06769653085238	NA	NA	NA	0.0934560994481309	-0.153460367560747	0.15982810538263	0.135739219978769	0.0123053467020394	0.242275738766979	NA	NA	NA	-3.18640623035043	-3.074169605132	-2.92126695784921	-2.84584409759101	-2.89817640316148	-2.56020960361257	NA	NA	NA	-1.3946220096968	-1.39080925737232	-1.35981709075061	-1.18104851861385	-1.16729143400225	-1.42157336424452	NA	NA	NA	0.213731646845256	0.248935464124196	0.252368572994718	0.199321169035	0.169610477281254	0.195019420058142	NA	NA	NA	0.199214208293327	0.265817559897297	0.214119658725777	0.267241778211775	0.227152690032892	0.257739030254362	NA	NA	NA
MSV-A-ZW-MatA_1994	-0.976921844511556	-0.820735665872041	-0.792483434697909	-1.28527155880555	-2.70260291255327	-2.43489904536184	NA	NA	NA	0.172563710503316	0.260516860658582	0.373660856123156	0.274936887488537	0.148161917850702	0.21204027770156	NA	NA	NA	-2.89411832340723	-2.71417188117364	-2.77369544566198	-2.6081328706335	-2.65412963028145	-2.6126069706244	NA	NA	NA	-1.53673911324575	-1.56211138484228	-1.45505522059444	-1.48354876634408	-0.792730993190436	-1.25148529536413	NA	NA	NA	0.232544211456016	0.231039942251142	0.214406929025719	0.206618312081798	0.148428507663115	0.179729787705103	NA	NA	NA	0.2308283579989	0.232621431910083	0.178878874379493	0.177085463046071	0.196983388749874	0.211356665656893	NA	NA	NA
MSV-A-ZW-MatC_1998	-1.01596021463492	-0.563504030540602	-0.594887458224517	-1.74238170808833	-1.35921857792086	-1.27730743229113	-0.34003767337897	-0.348261428928923	-0.236429369133285	-0.345351734255156	-0.158279173581048	0.0217679773164584	-0.0716751092240021	-0.0640695013512119	-0.0588462659735622	-0.143948609982982	-0.230152916726883	-0.255381426128109	-3.32605325973778	-3.21154219473315	-3.03746096118869	-2.95176810820808	-2.89992931828709	-2.96447777167595	-3.1432109531139	-3.18291288134746	-3.08129069356361	-1.37195478151867	-1.1053364422659	-1.0229043659655	-1.31931236780639	-0.962519792725339	-1.10493685017494	-1.2105675219434	-1.32765263452153	-1.39899979302434	0.240482948463668	0.255641798759908	0.261743360162291	0.235021241418114	0.284638912360625	0.238055000081107	0.236052623871422	0.215224621526075	0.215242889622655	0.156336443300033	0.203060306940499	0.156090354946206	0.199444726097212	0.280942721544062	0.171836216730901	0.186465725755856	0.156890262921256	0.146920294895066
MSV-A1-Za-ThoE-g132_2006	-0.650002037828011	-0.555835613196483	-0.524987219538009	-1.04932228611473	-1.0720577148719	-0.919076720917731	-0.609829875059696	-0.541907372295391	-0.448746240566557	0.13952419932605	0.142693595387965	0.148937866419134	0.00651976050040147	0.0450331977037992	0.112058126628256	-0.141252529162308	-0.445876856726974	-0.482077301868745	-3.17257278644274	-3.08426183960749	-3.020417781946	-3.408639670849	-3.26315757006479	-3.23447782361272	-3.32693398534016	-3.46221203768305	-3.40904964748726	-1.42145637237675	-1.39711735503324	-1.42311824185031	-1.33798936277008	-1.42350509718658	-1.50504100802143	-1.49008305367694	-1.3685581260558	-1.46710934524997	0.0412556166124167	0.0480699393940565	0.0622329655354306	0.204750962468409	0.227369917877729	0.244458016308685	0.240440722049724	0.246862266213762	0.267065713377018	-0.1680659680989	-0.156691770240015	-0.11994982989799	0.146270447310707	0.172778859952294	0.175474861464514	0.213461560836335	0.197017243142994	0.260482178285848
MSV-A4-Za-Nat-g195_2006	-0.413629314587819	-0.443136961843171	-0.56885741235287	-1.14246762338347	-1.11083646010089	-0.970584004425321	-0.578879961060457	-0.153157059168828	-0.228162051262022	-0.0701016117950102	-0.196253901941944	-0.250145577265799	-0.127836343015489	-0.221746701616153	-0.126756385227198	-0.684367254122978	-0.965577796725963	-1.05176706477523	-3.21834674174999	-3.2119474718533	-3.31302242719537	-3.47794276007789	-3.45387554532549	-3.40426791022458	-3.37194289926261	-3.44053801587593	-3.51214515467099	-1.39387903436936	-1.38000632844315	-1.47341089644046	-1.30066127458174	-1.3887216788361	-1.38837856285147	-1.41941456865439	-1.45833274794077	-1.48868125604916	0.032133714334758	0.0556366545471055	0.0662208213604494	0.200041153839326	0.214282285084584	0.218404350418454	0.203796536594227	0.203502281417841	0.240198234352472	-0.152318763192481	-0.0811336581306154	-0.081729745508659	0.217358217861746	0.205124526377993	0.17070092135721	0.179791335125255	0.189406030763687	0.234883817420951
MSV-A4-Za-Omr-g221_2007	-0.571928962051654	-0.50233837918802	-0.877545240930489	-1.11931231446766	-1.03638908391601	-0.675928540497404	-0.536515832316084	-0.574390841959539	-0.433534383097502	0.198401443903762	0.0987931346725677	-0.0459493099413854	0.040683106898274	-0.0506670262569217	0.0224588058417523	-0.484646051014729	-0.687415663454318	-0.575948665124808	-3.17845986252077	-2.97240924060421	-3.14521084625574	-3.34720953892144	-3.33361266920395	-3.24429176638116	-3.20786540043788	-3.47226729221646	-3.43499834024671	-1.40638242989111	-1.40088963765795	-1.50848423976801	-1.36768028206779	-1.3219866556504	-1.39611686763355	-1.37722963145276	-1.38145468266259	-1.49422506216684	0.0499107535291881	0.0613615746107061	0.0660989241135729	0.247959674080781	0.23624137562326	0.236982131657389	0.226526654248043	0.208085449211622	0.259121050506418	-0.119982567249664	-0.118736465231796	-0.106918922818947	0.260155198408076	0.203029532457807	0.140629285832257	0.220090791376343	0.213537643396776	0.23915397922489
MSV-A4-Za-RosE-g131_2006	-0.381965473655182	-0.242840304581508	-0.254622012432898	-0.963497673475913	-0.944339928743505	-0.959161906494267	-0.547301031053059	-0.644784210933457	-0.640166518889894	0.25885078184086	0.2762583826661	0.268420331157887	-0.0431641891369521	0.12672158561394	0.108145873506707	-0.429021293402938	-0.596508425053095	-0.460654145329381	-3.16358036605246	-3.02573772668638	-3.1024230927991	-3.39799322510067	-3.29827081980323	-3.35540148157271	-3.3667375173877	-3.58175478564474	-3.43299264193814	-1.4800979309701	-1.46215002586091	-1.50035041135901	-1.35715161697164	-1.45099639134183	-1.48689914948074	-1.53763282878699	-1.53989630818362	-1.45639904574917	0.0419943128568271	0.0498637096614363	0.0322608142072903	0.203242024598347	0.216582203237096	0.239092506378012	0.219992975053954	0.255961731607301	0.236268137882324	-0.140990203190425	-0.134206879589694	-0.203209840190812	0.224613592093052	0.219122767801619	0.173105149105673	0.187768319862505	0.262162998676107	0.193212042881783
MSV-A4-Zw-Nmg-g168_2006	-0.636084825486014	-0.458106347797307	-0.575375507177329	-1.06981685890117	-1.09792126348217	-0.645572923682643	-0.649193035918285	-0.582750346203627	-0.517119832090255	0.234163418401258	0.116384599826912	0.125060002599879	0.040159911173633	0.0778921087075743	0.182231250583469	-0.342110402415987	-0.538559769351421	-0.609196621121337	-3.10335854286581	-3.12131163284468	-3.00075274618921	-3.29468984385703	-3.29288900070888	-3.22520848557591	-3.2944151372435	-3.52375601946159	-3.58590835716349	-1.45391958380608	-1.40339223090546	-1.46641571201057	-1.2537336518092	-1.23678758291891	-1.37421160494962	-1.45872163145438	-1.54280030066357	-1.55228626264475	0.0606331364360444	0.0619353790586279	0.0678766542465064	0.210045178861589	0.198636188429462	0.225060253485164	0.229131339116924	0.238352062375881	0.232961631549321	-0.0802984393725132	-0.101007894452811	-0.076753585146146	0.218305890852709	0.155192961655883	0.133227089310814	0.19155812887732	0.225253289122459	0.180426874782311
MSV-UKas-75_2005	-0.73645886929252	-0.389196012095457	-0.55170852406126	-1.09718079855724	-1.08045238201374	-1.12649832438946	-0.585102648779256	-0.500812613865812	-0.412611382580192	-0.422668760505774	-0.44634000643683	-0.573822565176921	-0.166359317949618	-0.00585551098245684	-0.270045763506134	-1.2797735746591	-0.85916773010599	-0.75759769380132	-3.42805479965732	-3.31194191260041	-3.42751026857491	-3.34924137753339	-3.4460718653069	-3.52379477438546	-3.61371952413856	-3.60558634664408	-3.34671668336452	-1.35498484664326	-1.2912741009958	-1.49855623701099	-1.52602266439957	-1.45788320538551	-1.4697828802633	-1.46693413564773	-1.55721661909091	-1.49483704265211	0.083468404891835	0.0909936736052577	0.0907493636644796	0.104125655230378	0.0902293702995186	0.091339937130206	0.0663128572463461	0.0594183908297282	0.032041944350405	-0.0618331330936521	-0.0347898411591032	-0.0321927375331196	-0.0144142506588969	-0.0419133859143548	-0.0419038068394546	-0.0578168992967949	-0.102729553604148	-0.174975615773058
MSV-ULuw-107_2005	-0.769706351122295	-0.537933167435303	-0.603449899767352	-2.05426610164732	-2.11715168098673	-1.64087327469555	-0.749143709346219	-0.66918451496543	-0.576302778340891	0.0862787541097082	0.227025898117212	0.214400031436442	0.294887362167467	0.0614460671701859	0.0623902292552096	-0.10326418547383	-0.221950154143469	-0.613490423412258	-3.1925532898688	-3.03427279402985	-2.99304587285581	-2.96355133393539	-3.1783979068062	-3.11333656693306	-3.11008155943301	-3.38657743216627	-3.50597141181668	-1.32476315213567	-1.3411689824165	-1.50552246329007	-1.34980212944461	-1.22033435020664	-1.28037873440791	-1.41308359268059	-1.3423352152573	-1.43427620676261	0.0753176948237922	0.111578180322724	0.139944003381912	0.15521279216767	0.153020458545051	0.081885820914652	0.0731380429718164	0.0370712305059503	0.0264090664749193	-0.0398805553486066	0.0143163866562802	0.0497446701977906	0.193810792422043	0.135653330050346	-0.0656075920352987	-0.0455306204224978	-0.155246630402143	-0.201922405126376
MSV-UWak-4_2005	-0.103180150081143	-0.198843263157489	-0.438689482748558	-0.927940332370048	-1.1906245101093	-1.81070770826582	0.0614923815948835	-0.0291102610409783	-0.0353390279210039	-0.334241347785162	0.218686172613412	0.264182893613433	0.141027580854936	0.445958523433658	0.441022669404381	-1.26920091713794	-1.68492123346623	-1.00711370860032	-3.09574372621574	-3.12784006209883	-3.27708121027146	-3.05465174120945	-2.98944998317306	-2.96384035663523	-3.42151199172344	-3.7569395368209	-3.48780757057042	-1.71610064365312	-1.34128821892699	-1.60713150807973	-0.881812496494134	-1.43984581322633	-1.33551301710843	-1.46914876175808	-1.44813421813286	-1.59735139193033	0.104890464565316	0.133211303312306	0.182761609677046	0.138051993965674	0.128956631081075	0.113010273595052	0.226943259121455	0.215258800306099	0.303994014880843	0.0242892239462595	0.0783716597106072	0.207099131260866	0.0866993033331373	0.118864498103883	0.0487244490545153	0.250667065967433	0.259340093341536	0.293952786059711
MSV-VW_1989	-0.930025078227576	-0.898805972911838	-0.787148953370548	-0.616976140439639	-0.376284206627551	-0.788969960919592	0.0225836018687933	-0.0136030963578804	-0.00606713019489857	-1.38073667496814	-1.43857335665761	-1.30916348146977	-0.924461479041755	-0.77452430340817	-0.547167361232189	-1.10598904469116	-1.4935104824102	-0.816009751355033	-3.24303916341327	-3.24776937532795	-3.16838845452441	-3.09480292250609	-3.01652196432074	-2.87297844862865	-3.41081006181438	-3.63032967273969	-2.49636891838283	-1.56003444048119	-1.41410701560976	-1.50513223890517	-1.4689159760127	-1.2472371652487	-1.42640647423239	-1.57389865350936	-1.41386703249259	-1.60673145696458	0.149130312135213	0.210483467925007	0.217335682369857	0.132757761690411	0.164466799992142	0.170486688463871	0.200696669988427	0.254840331836443	0.25226565126952	0.0674668745862592	0.151022031979872	0.173753730602871	0.0322057041437182	0.117428818109835	0.121870053933087	0.1336170480015	0.209288080643742	0.09644808057606
MSV-ZA-Pot3-O27K_1979	-1.12340573893513	-1.59421587060314	-1.60896796283142	NA	NA	NA	-0.555964477646287	-0.581103766395874	-0.719462012734997	-0.0440225209501844	-0.110089187971095	-0.0935591625576396	NA	NA	NA	-0.39124270609569	-0.17779595020962	-0.400218158447257	-3.10294394038483	-3.0355188357401	-3.09297877409759	NA	NA	NA	-3.04534778649549	-2.97803792742796	-3.05207755213155	-1.36066455723687	-1.34942560448752	-1.46575075088726	NA	NA	NA	-1.62290469928884	-1.54405559020633	-1.44580149368954	0.167757918256318	0.203031489405422	0.180078414877256	NA	NA	NA	0.16145140005841	0.176366062090021	0.211656609312112	0.110596288174298	0.137644283316214	0.0727290846799436	NA	NA	NA	0.0988425636032676	0.142183959065869	0.177127013596221
